,HIGH.gnomad_001,HIGH.gnomad_001_01,HIGH.gnomad_01_1,MODERATE.gnomad_001,MODERATE.gnomad_001_01,MODERATE.gnomad_01_1,LOW.gnomad_001,LOW.gnomad_001_01,LOW.gnomad_01_1,MODIFIER.gnomad_001,MODIFIER.gnomad_001_01,MODIFIER.gnomad_01_1
LETM1,0,0,0,1,2,0,1,9,1,0,0,0
LFNG,0,0,0,1,5,1,0,1,1,0,0,3
LGALS2,0,0,0,0,0,0,0,0,1,0,1,0
LGALS3,0,0,0,0,3,0,0,0,7,0,0,0
LGI4,0,0,0,2,0,3,1,0,0,0,0,0
LGR4,0,0,0,1,0,0,1,1,5,0,0,0
LGR5,0,0,0,2,0,22,0,1,3,0,0,0
LHCGR,0,0,0,2,0,5,0,0,4,0,1,1
LHFPL5,0,0,0,2,1,0,0,1,0,0,0,0
LHX1,0,0,0,3,2,0,2,1,0,0,0,0
LHX3,0,0,0,0,3,1,0,4,0,1,0,0
LHX4,0,0,0,0,0,0,0,1,2,0,0,0
LHX8,0,0,0,3,0,7,1,0,0,0,1,0
LIAS,0,0,0,0,0,0,0,1,23,2,0,0
LIF,0,0,0,0,0,0,1,0,4,0,0,1
LIFR,0,0,0,0,4,6,3,1,16,0,0,0
LIG1,0,0,0,3,0,9,1,2,5,0,0,0
LIG3,0,0,0,1,2,7,0,0,6,0,0,1
LIG4,0,0,0,1,2,0,0,1,2,0,0,0
LIM2,0,0,0,1,0,0,0,0,2,0,0,1
LIMK1,0,0,0,4,0,2,3,0,18,1,1,8
LIMS2,0,0,0,0,4,1,2,0,2,0,0,0
LIN7A,0,0,0,0,0,0,1,0,0,0,0,0
LINGO2,0,0,0,4,4,3,0,0,1,0,0,0
LINS1,0,0,0,1,0,4,1,0,5,0,0,0
LIPA,0,0,0,0,0,2,1,1,5,0,0,0
LIPC,0,0,0,1,3,1,0,1,3,0,0,0
LIPE,0,0,0,2,2,22,1,5,15,0,0,0
LIPG,0,0,0,0,0,2,0,1,0,0,0,0
LIPH,0,0,0,0,0,0,0,0,0,0,2,0
LIPI,0,0,0,0,0,0,0,0,1,0,0,3
LIPT1,0,0,0,0,0,0,2,0,0,0,0,0
LITAF,0,0,0,0,3,0,0,1,2,0,5,7
LLGL1,0,0,0,2,5,16,0,4,3,0,0,0
LMAN1,0,0,0,1,0,0,0,1,0,1,0,1
LMAN2L,0,0,0,0,0,0,0,0,1,0,0,0
LMBR1,0,0,0,0,1,0,0,2,1,0,0,0
LMBRD1,0,0,0,2,2,1,1,0,0,0,0,0
LMNA,0,0,0,1,0,3,3,2,25,1,0,0
LMNB1,0,0,0,0,0,0,0,0,1,0,0,0
LMNB2,0,0,0,2,3,2,0,3,10,0,0,0
LMO4,0,0,0,0,1,0,0,1,0,0,0,0
LMOD3,0,0,0,2,1,11,1,1,0,0,0,0
LMTK3,0,0,0,1,2,0,5,3,9,0,0,0
LMX1B,0,0,0,1,0,0,0,1,0,0,0,0
LNX2,0,0,0,0,2,12,1,1,3,0,0,0
LOC400927-CSNK1E,0,0,0,1,0,0,1,4,0,0,0,0
LONP1,0,0,0,2,8,6,1,1,5,0,0,0
LOXL1,0,0,0,1,0,0,2,0,0,0,0,0
LPAR1,0,0,0,0,0,0,0,0,1,0,0,0
LPAR6,0,0,0,0,0,0,1,2,16,0,0,0
LPIN1,0,0,0,6,5,2,2,2,0,0,0,0
LPIN2,0,0,0,1,2,11,1,0,2,0,0,0
LPL,0,0,0,0,0,7,1,0,2,1,1,1
LPP,0,0,0,4,5,13,0,1,0,0,0,0
LRBA,0,0,0,5,3,27,0,1,21,0,0,0
LRCH1,0,0,0,1,3,9,1,2,1,0,0,1
LRFN5,0,0,0,0,0,1,1,0,1,0,0,0
LRGUK,0,0,0,0,1,19,1,0,2,0,0,0
LRIG2,0,0,0,1,0,1,0,1,1,0,0,0
LRIT3,0,0,0,0,0,20,0,0,3,0,0,0
LRP1,0,0,0,10,7,39,6,9,76,1,1,2
LRP1B,0,0,0,4,3,21,3,2,18,0,0,0
LRP2,0,0,0,7,6,30,5,8,24,0,0,1
LRP4,0,0,0,4,0,3,0,3,26,0,0,1
LRP5,0,0,0,7,4,5,4,14,10,0,0,1
LRP6,0,0,0,3,2,3,0,1,2,0,0,5
LRP8,0,0,0,2,1,8,2,0,18,0,0,2
LRPAP1,0,0,0,2,0,2,1,2,3,0,0,7
LRPPRC,0,0,0,0,1,7,2,6,0,0,0,0
LRRC41,0,0,0,1,0,8,0,0,2,0,0,8
LRRC51,0,0,0,0,1,0,0,0,4,0,0,19
LRRC8A,0,0,0,0,3,2,1,0,1,0,0,0
LRRIQ1,0,0,0,2,7,18,2,1,3,0,0,2
LRRK2,0,0,0,4,1,23,2,6,15,0,0,0
LRRTM1,0,0,0,0,0,1,0,1,4,0,0,0
LRSAM1,0,0,0,0,5,7,2,2,1,0,0,1
LTBP1,0,0,0,3,6,7,1,1,18,1,1,1
LTBP2,0,0,0,4,7,8,2,4,27,0,0,12
LTBP3,0,0,0,4,2,1,3,2,8,1,0,4
LTBP4,0,0,0,1,6,7,1,2,44,0,3,0
LTBR,0,0,0,0,0,0,0,0,13,0,0,0
LTN1,0,0,0,1,4,4,1,0,2,0,0,1
LUM,0,0,0,0,0,1,0,0,1,0,0,0
LYL1,0,0,0,0,2,0,0,0,5,0,0,0
LYN,0,0,0,4,0,3,0,0,4,0,0,0
LYRM4,0,0,0,0,1,0,2,0,0,0,0,0
LYST,0,0,0,5,5,38,1,1,18,0,0,1
LZTS1,0,0,0,0,0,8,0,1,1,0,0,1
MACF1,0,0,0,10,14,34,0,11,8,0,0,0
MACROD2,0,0,0,0,3,1,0,2,0,0,0,0
MAD1L1,0,0,0,0,4,23,3,2,3,2,1,1
MAD2L1,0,0,0,0,0,1,0,1,0,0,0,0
MADD,0,0,0,0,6,13,2,0,0,1,1,0
MAEA,0,0,0,0,0,0,1,0,8,0,0,0
MAF,0,0,0,1,0,0,0,1,1,0,0,2
MAG,0,0,0,0,1,10,0,0,6,0,0,0
MAGEC3,0,0,0,0,3,7,0,7,3,0,0,0
MAGEE2,0,0,0,0,0,1,0,0,2,0,0,0
MAGEL2,0,0,0,5,7,25,1,3,4,0,0,0
MAGI1,0,0,0,1,2,11,1,0,5,0,0,0
MAGI2,0,0,0,0,2,1,2,0,2,1,0,0
MAK,0,0,0,0,6,5,0,1,2,0,0,0
MAML2,0,0,0,3,2,13,1,1,0,0,0,0
MAMLD1,0,0,0,4,8,27,0,1,2,0,0,5
MAN1B1,0,0,0,2,3,7,0,1,7,0,2,0
MAN2A1,0,0,0,3,4,0,0,2,1,0,0,0
MAOA,0,0,0,0,0,0,0,0,1,0,0,0
MAOB,0,0,0,0,0,0,0,0,6,0,0,0
MAP1A,0,0,0,10,7,20,0,0,8,0,0,0
MAP2,0,0,0,3,7,28,4,1,8,0,0,0
MAP2K2,0,0,0,0,0,0,0,0,3,0,0,1
MAP2K3,0,0,0,0,0,0,1,0,0,0,0,32
MAP2K4,0,0,0,0,0,0,1,0,5,0,0,0
MAP2K7,0,0,0,0,1,0,0,0,2,0,0,12
MAP3K1,0,0,0,6,1,4,4,4,16,1,1,2
MAP3K14,0,0,0,0,2,0,0,0,3,0,0,0
MAP4,0,0,0,0,3,3,0,1,0,0,1,11
MAP6,0,0,0,2,0,5,3,1,2,1,0,0
MAP7D1,0,0,0,0,1,2,3,2,1,0,0,0
MAPK1,0,0,0,0,0,0,0,2,0,0,0,0
MAPK10,0,0,0,0,0,0,0,1,6,0,0,0
MARCH3,0,0,0,0,0,0,1,0,0,0,0,0
MARK1,0,0,0,0,1,0,0,2,1,0,0,0
MARS2,0,0,0,0,3,0,0,1,0,0,0,0
MARVELD2,0,0,0,1,0,9,0,2,3,0,0,0
MASP1,0,0,0,0,3,5,0,2,0,1,1,3
MASP2,0,0,0,3,0,8,0,1,2,0,1,0
MAST4,0,0,0,7,5,35,4,7,7,0,0,6
MASTL,0,0,0,1,1,5,3,0,0,1,0,0
MAT1A,0,0,0,0,0,0,0,1,2,0,0,0
MATN3,0,0,0,2,3,3,0,3,0,0,0,0
MATR3,0,0,0,0,0,0,1,1,2,1,6,29
MAVS,0,0,0,1,3,1,1,6,0,0,0,1
MBD1,0,0,0,0,2,3,0,0,14,0,0,1
MBD4,0,0,0,2,6,27,0,0,1,0,1,0
MBD5,0,0,0,4,8,7,1,1,0,1,0,0
MBD6,0,0,0,2,2,5,0,5,0,0,0,0
MBOAT7,0,0,0,0,1,0,1,4,0,0,0,0
MBTPS2,0,0,0,1,3,0,0,0,1,0,0,0
MC1R,0,0,0,0,4,14,0,0,23,0,0,0
MC2R,0,0,0,2,0,2,0,0,26,0,0,0
MC3R,0,0,0,0,0,3,1,1,4,0,0,0
MCC,0,0,0,2,1,2,3,1,6,1,0,0
MCCC1,0,0,0,1,8,7,0,2,2,0,0,7
MCCC2,0,0,0,3,0,5,0,0,1,0,0,0
MCF2,0,0,0,0,2,6,0,0,3,1,0,1
MCF2L2,0,0,0,1,1,4,1,2,0,1,0,0
MCM5,0,0,0,2,5,8,2,5,0,0,0,0
MCM6,0,0,0,0,0,25,0,2,0,0,0,0
MCM8,0,0,0,2,0,2,0,4,0,0,0,0
MCM9,0,0,0,1,2,22,0,0,4,0,0,0
MCOLN1,0,0,0,0,2,5,1,0,0,0,0,0
MCPH1,0,0,0,2,8,18,0,2,8,0,0,0
MDC1,0,0,0,11,1,7,63,0,1,0,0,0
MDGA2,0,0,0,0,1,6,0,1,5,0,0,0
MDH1,0,0,0,1,0,0,0,0,1,0,0,1
MDH2,0,0,0,0,1,0,2,1,6,0,0,0
MDM2,0,0,0,0,0,0,0,2,1,0,0,0
MDN1,0,0,0,8,13,41,7,3,6,4,0,0
ME2,0,0,0,0,1,0,1,0,0,1,0,0
MECOM,0,0,0,1,1,22,1,0,6,0,0,0
MECP2,0,0,0,0,2,10,2,1,12,0,0,0
MED12,0,0,0,2,0,0,0,2,4,0,0,0
MED13,0,0,0,6,2,0,0,3,4,0,1,3
MED13L,0,0,0,3,4,39,1,2,3,0,0,3
MED20,0,0,0,0,1,0,0,0,2,0,0,0
MED23,0,0,0,1,0,1,1,1,21,0,0,2
MED25,0,0,0,0,2,5,1,1,8,0,0,1
MEF2A,0,0,0,1,0,13,1,0,1,0,0,0
MEF2C,0,0,0,1,0,0,1,2,0,1,0,0
MEGF10,0,0,0,5,1,4,0,1,2,0,2,7
MEGF8,0,0,0,6,7,11,3,5,4,0,0,0
MEIS1,0,0,0,0,0,0,0,0,7,1,0,2
MEIS2,0,0,0,0,0,2,2,1,1,0,0,0
MELK,0,0,0,1,2,4,0,1,5,0,0,0
MEN1,0,0,0,0,0,0,0,1,11,0,0,0
MEOX1,0,0,0,1,0,0,1,0,0,0,0,0
MERTK,0,0,0,0,0,8,2,1,2,0,0,0
MESDC2,0,0,0,1,1,0,0,1,0,0,0,0
MESP1,0,0,0,0,0,1,0,0,14,0,0,0
MEST,0,0,0,1,0,1,0,0,1,0,0,0
MFAP4,0,0,0,0,0,0,0,4,0,0,0,0
MFAP5,0,0,0,2,0,0,0,3,4,0,0,0
MFF,0,0,0,0,2,0,1,0,0,0,0,0
MFHAS1,0,0,0,2,1,3,3,1,9,1,0,0
MFN2,0,0,0,4,0,4,0,5,5,0,0,0
MFSD2A,0,0,0,0,3,0,0,1,0,1,0,0
MGAT1,0,0,0,1,0,1,2,0,4,0,0,0
MGAT2,0,0,0,0,0,1,0,1,0,0,0,0
MGAT3,0,0,0,1,0,2,0,1,3,0,0,0
MGAT4B,0,0,0,3,1,1,1,0,4,0,1,0
MGAT4C,0,0,0,0,3,4,4,0,0,0,0,2
MGAT5,0,0,0,0,2,1,0,0,1,0,0,0
MGAT5B,0,0,0,0,3,13,2,1,7,0,0,1
MGEA5,0,0,0,2,1,3,1,3,2,1,0,0
MGLL,0,0,0,1,0,2,1,0,0,0,0,0
MGST2,0,0,0,0,2,0,0,0,9,0,0,0
MIA3,0,0,0,1,10,25,0,1,2,0,0,1
MIB1,0,0,0,1,0,0,0,0,1,0,0,0
MICA,0,0,0,0,0,2,0,1,0,0,1,0
MICAL3,0,0,0,3,10,16,0,4,12,0,3,6
MICB,0,0,0,0,0,0,0,0,2,0,0,0
MID1,0,0,0,0,0,0,0,5,24,1,1,1
MID2,0,0,0,2,0,7,0,0,5,0,0,0
MIIP,0,0,0,1,0,3,0,1,0,0,0,0
MINPP1,0,0,0,0,0,0,0,2,3,0,0,0
MIP,0,0,0,0,0,0,0,2,0,0,0,0
MIPOL1,0,0,0,0,1,0,0,1,0,0,0,1
MITF,0,0,0,0,1,1,0,2,0,0,0,1
MKKS,0,0,0,2,0,18,0,0,0,0,0,0
MKL1,0,0,0,4,11,0,0,3,24,0,0,0
MKL2,0,0,0,1,0,10,1,2,12,0,0,0
MKRN3,0,0,0,0,0,3,1,0,3,0,0,0
MKS1,0,0,0,1,1,4,0,1,1,0,0,0
MLH1,0,0,0,1,9,2,1,0,0,0,1,13
MLLT10,0,0,0,7,4,6,2,3,4,1,0,0
MLLT11,0,0,0,0,0,0,0,0,6,0,0,0
MLLT3,0,0,0,2,5,11,4,0,8,0,0,0
MLPH,0,0,0,0,0,10,0,1,4,0,1,3
MLXIPL,0,0,0,0,1,12,0,0,8,0,0,0
MLYCD,0,0,0,0,2,1,1,0,5,0,0,0
MME,0,0,0,1,1,3,1,2,6,1,1,0
MMP12,0,0,0,0,1,2,1,4,1,0,0,0
MMP13,0,0,0,0,0,4,0,4,0,0,0,0
MMP19,0,0,0,0,0,4,1,4,4,0,0,0
MMP2,0,0,0,3,0,0,0,1,2,0,0,0
MMP3,0,0,0,0,1,1,0,2,10,8,1,0
MMRN2,0,0,0,1,1,7,0,0,2,0,0,0
MMS19,0,0,0,0,3,11,1,1,8,0,0,0
MN1,0,0,0,4,3,13,0,0,2,0,0,0
MNAT1,0,0,0,0,0,0,0,1,0,0,0,0
MND1,0,0,0,0,0,0,0,0,2,0,0,0
MNX1,0,0,0,2,0,0,0,0,2,0,0,36
MOCS1,0,0,0,3,1,4,0,1,0,3,4,92
MOV10,0,0,0,3,0,3,0,2,0,1,0,0
MPDU1,0,0,0,0,0,2,1,1,0,1,0,7
MPHOSPH8,0,0,0,0,1,9,1,0,4,0,0,0
MPL,0,0,0,0,1,3,0,2,18,0,0,0
MPO,0,0,0,0,4,10,1,0,2,0,0,0
MPP3,0,0,0,1,2,13,0,2,9,0,0,0
MPP7,0,0,0,0,0,12,0,2,4,0,1,0
MPST,0,0,0,0,1,6,1,2,0,0,0,0
MPV17,0,0,0,0,0,0,0,0,1,0,0,0
MPZ,0,0,0,1,0,0,0,4,0,0,0,0
MRC1,0,0,0,0,2,11,0,4,5,0,0,0
MREG,0,0,0,2,0,0,2,0,0,0,0,0
MRI1,0,0,0,1,2,12,0,0,3,1,0,0
MRPL12,0,0,0,0,0,0,0,2,0,0,0,0
MRPL40,0,0,0,0,0,0,1,0,0,0,0,0
MRPL48,0,0,0,0,0,0,0,2,0,0,0,0
MRPS16,0,0,0,0,0,4,0,0,1,0,0,0
MRPS2,0,0,0,1,0,0,0,4,1,0,0,0
MRPS22,0,0,0,0,0,2,0,0,1,0,0,0
MRRF,0,0,0,0,0,0,0,1,1,0,0,0
MS4A1,0,0,0,1,4,0,0,0,2,0,0,0
MS4A3,0,0,0,0,1,1,0,0,1,0,0,0
MSH2,0,0,0,4,1,0,2,2,7,1,0,1
MSH4,0,0,0,2,0,0,1,0,1,0,0,0
MSMB,0,0,0,1,0,0,0,0,1,0,0,0
MSR1,0,0,0,2,2,3,1,0,0,1,1,0
MSRB3,0,0,0,0,0,0,1,1,1,0,0,0
MSTN,0,0,0,1,0,9,1,0,0,0,0,0
MSX1,0,0,0,1,0,0,1,0,0,0,0,0
MSX2,0,0,0,0,0,0,0,0,1,0,0,0
MT1A,0,0,0,0,0,0,0,0,5,0,0,0
MTA1,0,0,0,3,1,1,0,3,6,0,0,0
MTA2,0,0,0,0,1,0,0,0,21,0,0,0
MTA3,0,0,0,0,1,0,0,4,1,0,0,0
MTAP,0,0,0,1,1,0,0,1,4,0,0,0
MTCH2,0,0,0,2,1,1,28,0,0,0,0,0
MTF1,0,0,0,1,0,5,0,1,3,0,0,0
MTHFD1,0,0,0,1,3,2,1,0,6,0,0,0
MTHFD1L,0,0,0,0,0,1,2,2,4,1,1,1
MTHFR,0,0,0,0,1,10,1,1,1,0,0,0
MTHFS,0,0,0,0,0,1,0,0,1,0,0,0
MTMR12,0,0,0,1,0,3,0,0,16,0,0,0
MTMR14,0,0,0,0,2,9,5,0,10,0,0,0
MTMR9,0,0,0,2,1,12,0,5,3,3,0,0
MTNR1A,0,0,0,0,1,5,1,0,0,0,0,0
MTNR1B,0,0,0,1,10,18,0,1,3,0,0,0
MTO1,0,0,0,0,0,5,0,1,3,0,1,1
MTOR,0,0,0,3,1,1,8,2,12,0,0,0
MTPAP,0,0,0,0,2,2,0,0,3,0,0,0
MTR,0,0,0,1,3,17,2,0,23,2,1,2
MTRR,0,0,0,2,0,11,1,0,8,0,0,0
MTSS1,0,0,0,2,4,3,0,0,3,0,0,0
MTSS1L,0,0,0,7,0,0,1,0,12,0,0,0
MTTP,0,0,0,1,0,2,0,4,0,0,0,14
MUC2,0,0,0,2,21,50,3,12,40,0,1,4
MUC5B,0,0,0,10,14,13,5,5,24,1,0,0
MURC,0,0,0,1,1,8,0,1,0,0,0,0
MUS81,0,0,0,8,1,3,3,2,0,0,0,0
MUSK,0,0,0,0,6,7,2,1,5,0,0,0
MUT,0,0,0,4,1,22,0,0,6,0,0,2
MUTYH,0,0,0,2,2,4,0,0,4,0,0,0
MVK,0,0,0,0,0,1,0,0,3,0,0,0
MX1,0,0,0,11,2,8,0,0,8,0,0,2
MXRA5,0,0,0,1,5,38,1,0,13,0,0,0
MYB,0,0,0,1,0,0,0,1,12,0,0,0
MYBBP1A,0,0,0,1,7,52,3,2,10,0,0,1
MYBL2,0,0,0,3,1,0,1,0,7,0,0,0
MYBPC1,0,0,0,0,1,6,2,0,2,0,0,9
MYC,0,0,0,0,0,0,3,0,0,0,0,0
MYCBP2,0,0,0,4,2,14,2,3,10,0,0,3
MYCL,0,0,0,1,0,0,0,0,3,0,0,0
MYCN,0,0,0,0,3,0,0,2,1,0,0,0
MYCT1,0,0,0,0,0,1,0,0,2,0,0,0
MYF5,0,0,0,1,0,0,1,0,1,0,0,0
MYH11,0,0,0,2,3,18,3,8,25,0,1,1
MYH14,0,0,0,5,8,13,5,4,9,0,0,0
MYH3,0,0,0,7,1,16,2,2,20,0,0,1
MYH7,0,0,0,6,4,1,3,4,15,0,0,2
MYH7B,0,0,0,5,2,31,7,6,5,0,0,11
MYH9,0,0,0,4,1,34,5,10,4,1,0,3
MYL1,0,0,0,0,0,0,0,1,0,0,0,1
MYL2,0,0,0,0,0,1,1,0,0,0,0,0
MYLK,0,0,0,6,8,7,0,4,14,0,0,2
MYLK2,0,0,0,2,2,2,2,5,2,0,0,0
MYO18B,0,0,0,8,9,24,2,5,24,0,0,6
MYO1C,0,0,0,5,2,15,1,3,16,2,8,6
MYO1D,0,0,0,3,0,6,1,0,7,0,1,0
MYO1E,0,0,0,5,1,8,1,7,31,1,0,0
MYO1F,0,0,0,4,3,3,1,3,8,1,1,1
MYO5A,0,0,0,1,2,6,2,6,7,0,0,6
MYO5B,0,0,0,5,8,14,0,2,39,0,0,1
MYO5C,0,0,0,2,3,11,1,2,13,0,0,3
MYO9B,0,0,0,2,5,49,2,2,18,0,0,1
MYOCD,0,0,0,0,2,4,0,5,48,0,0,0
MYOD1,0,0,0,0,0,4,0,0,4,0,0,0
MYOM1,0,0,0,7,5,7,1,5,13,0,0,0
MYT1,0,0,0,1,1,11,0,1,25,1,0,0
MYT1L,0,0,0,1,6,2,2,4,9,0,0,1
NAA10,0,0,0,0,0,0,0,0,0,0,0,0
NAA15,0,0,0,1,0,1,0,0,2,0,0,0
NAGA,0,0,0,0,0,4,2,0,7,0,0,0
NAGLU,0,0,0,2,1,0,1,1,11,0,0,0
NAGPA,0,0,0,2,2,0,0,2,4,0,0,0
NAGS,0,0,0,2,0,2,0,1,8,0,1,0
NALCN,0,0,0,1,1,2,3,2,28,0,0,0
NAMPT,0,0,0,0,0,10,0,0,8,0,0,0
NAPRT,0,0,0,2,2,13,0,1,16,1,1,0
NARS2,0,0,0,0,0,3,0,1,9,0,0,1
NAT2,0,0,0,0,0,0,0,0,3,0,0,0
NAT8L,0,0,0,0,0,0,0,1,1,0,0,0
NAV1,0,0,0,2,2,4,1,4,7,0,1,0
NAV2,0,0,0,9,5,20,2,3,13,1,0,0
NBEA,0,0,0,5,2,19,2,3,7,1,1,3
NCALD,0,0,0,0,0,0,0,1,0,0,0,0
NCAM1,0,0,0,6,2,2,1,0,0,0,0,6
NCAM2,0,0,0,0,0,0,1,0,16,0,0,0
NCAN,0,0,0,5,1,2,3,3,2,0,0,1
NCAPG2,0,0,0,3,0,20,1,1,8,0,1,0
NCF1,0,0,0,0,0,22,1,1,0,0,0,0
NCF2,0,0,0,0,2,6,1,0,5,0,1,0
NCK2,0,0,0,0,0,0,0,2,3,0,0,0
NCKAP1,0,0,0,0,3,0,2,2,9,0,0,0
NCKAP5,0,0,0,3,7,16,3,1,23,0,0,0
NCOA1,0,0,0,1,0,1,2,2,1,1,0,0
NCOA4,0,0,0,1,0,0,0,0,7,0,0,0
NCR3,0,0,0,0,0,11,0,1,0,0,0,4
NCSTN,0,0,0,0,1,3,1,0,0,0,0,0
NDE1,0,0,0,2,2,0,0,1,0,0,0,0
NDN,0,0,0,0,0,0,1,1,0,0,0,0
NDRG1,0,0,0,0,0,2,1,0,0,0,0,0
NDST1,0,0,0,0,5,1,1,1,6,0,0,1
NDST2,0,0,0,0,3,6,1,0,19,0,0,0
NDST3,0,0,0,1,0,10,0,0,1,0,0,0
NDST4,0,0,0,2,4,1,0,1,7,0,0,0
NDUFA1,0,0,0,0,0,14,0,0,1,0,0,0
NDUFA10,0,0,0,2,0,0,1,1,1,0,0,0
NDUFA11,0,0,0,0,2,1,0,0,1,0,2,3
NDUFA12,0,0,0,0,0,3,0,2,0,0,0,0
NDUFA13,0,0,0,0,0,1,0,1,0,0,1,0
NDUFA6,0,0,0,0,0,0,0,3,4,0,0,0
NDUFA7,0,0,0,0,0,0,1,1,1,0,0,5
NDUFA9,0,0,0,0,0,5,2,0,0,0,0,0
NDUFAB1,0,0,0,0,0,0,0,1,0,0,0,0
NDUFAF1,0,0,0,0,1,3,1,0,0,0,2,7
NDUFAF7,0,0,0,0,0,0,2,0,4,0,0,0
NDUFB10,0,0,0,0,1,0,0,4,0,0,0,0
NDUFB11,0,0,0,0,2,0,0,0,1,0,0,0
NDUFB7,0,0,0,0,2,0,0,0,2,0,0,0
NDUFB8,0,0,0,1,1,0,0,3,0,0,0,1
NDUFS1,0,0,0,1,3,4,0,1,2,0,0,1
NDUFS4,0,0,0,0,0,0,0,0,1,0,0,0
NDUFS5,0,0,0,0,1,0,0,1,0,0,0,0
NDUFS7,0,0,0,0,0,0,0,1,7,0,2,2
NDUFS8,0,0,0,0,0,2,1,0,2,0,0,0
NDUFV1,0,0,0,1,1,2,0,1,1,0,0,0
NDUFV2,0,0,0,1,0,0,1,0,0,0,0,0
NECAP1,0,0,0,0,0,0,0,1,0,0,0,0
NECTIN1,0,0,0,0,1,5,1,3,7,0,0,0
NECTIN3,0,0,0,1,2,3,3,0,3,1,1,0
NECTIN4,0,0,0,1,0,7,0,2,1,0,0,1
NEDD4,0,0,0,1,1,19,1,3,0,0,0,0
NEDD4L,0,0,0,3,1,21,3,2,3,0,0,0
NEDD9,0,0,0,1,4,4,1,1,2,0,1,0
NEFH,0,0,0,0,3,11,1,0,16,0,0,0
NEFM,0,0,0,2,3,3,1,4,10,0,0,0
NEIL3,0,0,0,1,0,3,0,0,1,0,0,0
NEK1,0,0,0,4,1,11,0,0,9,0,4,0
NEK2,0,0,0,1,0,0,0,0,2,0,0,1
NEK8,0,0,0,3,3,1,1,0,0,0,0,0
NELFA,0,0,0,1,0,5,2,2,11,0,0,0
NELL1,0,0,0,1,1,5,1,2,8,0,0,0
NEO1,0,0,0,1,10,1,1,1,1,0,0,0
NEU2,0,0,0,1,1,0,0,0,65,0,0,0
NEUROD1,0,0,0,0,0,0,0,0,1,0,0,0
NF2,0,0,0,0,0,1,0,1,1,0,0,2
NFAT5,0,0,0,1,0,13,0,1,5,0,0,0
NFATC1,0,0,0,1,6,10,0,2,19,0,2,0
NFATC2,0,0,0,3,0,1,0,0,5,0,0,0
NFATC3,0,0,0,1,2,1,1,1,4,0,0,0
NFATC4,0,0,0,2,1,22,0,0,2,0,0,0
NFE2L1,0,0,0,1,0,0,0,0,1,0,0,0
NFE2L2,0,0,0,1,0,1,0,0,7,0,0,0
NFIA,0,0,0,0,1,0,1,1,0,0,0,0
NFIB,0,0,0,1,1,4,0,0,1,0,0,0
NFIX,0,0,0,0,0,0,4,1,20,0,0,0
NFKB1,0,0,0,0,0,6,2,2,2,0,0,0
NFKB2,0,0,0,1,8,4,0,0,6,0,0,0
NFKBIA,0,0,0,0,2,1,0,0,1,0,0,1
NFKBIL1,0,0,0,1,0,0,1,0,0,0,0,0
NFKBIZ,0,0,0,0,4,3,0,0,2,0,0,0
NGEF,0,0,0,0,1,1,2,1,0,0,0,4
NGF,0,0,0,0,3,0,5,0,0,0,0,0
NGFR,0,0,0,1,0,0,1,0,9,0,0,0
NGLY1,0,0,0,0,1,0,0,0,3,0,0,0
NHEJ1,0,0,0,1,0,0,0,3,0,0,0,0
NHLRC1,0,0,0,1,0,1,0,1,0,0,0,0
NHS,0,0,0,6,0,4,2,4,2,0,0,0
NID1,0,0,0,1,1,32,4,4,9,0,0,0
NIN,0,0,0,0,6,16,1,0,2,0,0,0
NINJ1,0,0,0,0,0,2,0,0,0,0,0,0
NIPA1,0,0,0,1,0,0,0,1,0,0,0,0
NIPA2,0,0,0,1,2,7,0,1,0,0,0,0
NIPAL4,0,0,0,1,1,5,1,12,1,0,0,0
NIPBL,0,0,0,4,1,7,6,4,16,2,0,1
NISCH,0,0,0,2,3,8,2,2,38,0,0,0
NKAIN2,0,0,0,0,0,0,0,1,0,0,0,0
NKX2-1,0,0,0,1,0,0,2,0,0,0,0,0
NKX2-2,0,0,0,2,1,0,1,0,0,0,0,0
NKX2-3,0,0,0,0,1,2,0,2,5,1,0,0
NKX2-6,0,0,0,0,0,1,0,0,1,0,0,0
NKX3-2,0,0,0,0,0,17,2,3,2,0,0,0
NLGN1,0,0,0,0,5,1,1,0,0,0,0,0
NLGN2,0,0,0,1,0,11,0,2,5,0,0,0
NLGN3,0,0,0,0,0,3,0,0,3,0,0,0
NLGN4X,0,0,0,0,2,0,0,3,3,0,0,0
NLGN4Y,0,0,0,0,0,0,0,23,0,0,2,75
NLRC4,0,0,0,2,0,1,1,0,6,0,0,0
NLRP1,0,0,0,6,0,22,0,1,23,0,1,1
NLRP11,0,0,0,5,0,1,1,3,10,0,0,0
NLRP12,0,0,0,1,4,4,1,1,5,1,2,0
NLRP13,0,0,0,0,0,14,1,2,0,0,0,0
NLRP4,0,0,0,0,1,5,0,2,7,0,0,0
NMB,0,0,0,0,0,0,0,1,1,0,0,0
NME7,0,0,0,2,5,1,0,0,1,0,0,0
NMNAT1,0,0,0,0,0,1,0,1,0,0,0,0
NNT,0,0,0,1,1,1,8,3,1,0,0,4
NOBOX,0,0,0,0,0,7,1,0,1,0,0,0
NOD1,0,0,0,3,4,3,3,4,0,0,0,0
NOD2,0,0,0,2,5,13,0,2,6,0,0,0
NODAL,0,0,0,0,4,1,0,0,1,0,0,0
NOG,0,0,0,1,0,1,1,1,0,0,0,0
