,HIGH.gnomad_001,HIGH.gnomad_001_01,HIGH.gnomad_01_1,MODERATE.gnomad_001,MODERATE.gnomad_001_01,MODERATE.gnomad_01_1,LOW.gnomad_001,LOW.gnomad_001_01,LOW.gnomad_01_1,MODIFIER.gnomad_001,MODIFIER.gnomad_001_01,MODIFIER.gnomad_01_1
MIGA2,0,0,0,0,1,3,0,0,0,0,0,2
MILR1,0,0,0,0,0,2,0,0,0,0,0,0
MIPEP,0,0,0,0,0,1,0,0,0,0,0,0
MISP,0,0,0,0,0,2,0,0,0,0,0,0
MLANA,0,0,0,0,0,0,0,0,0,0,0,0
MLIP,0,0,0,0,3,2,0,0,0,0,0,0
MLST8,0,0,0,0,0,1,0,0,0,0,0,0
MMP21,0,0,0,0,0,2,0,0,0,0,0,0
MMP25,0,0,0,0,0,2,0,0,0,0,0,0
MOB3A,0,0,0,0,0,1,0,0,0,0,0,0
MOB3C,0,0,0,0,2,0,0,0,0,0,0,0
MOGAT1,0,0,0,0,1,0,0,0,0,0,0,0
MON1B,0,0,0,0,0,1,0,0,0,0,0,0
MORC3,0,0,0,0,0,2,0,0,0,1,0,0
MOSPD3,0,0,0,0,0,1,0,0,0,0,0,0
MOV10L1,0,0,0,0,0,1,0,0,0,0,0,1
MPC1,0,0,0,0,1,0,0,0,0,0,0,2
MPHOSPH9,0,0,0,0,1,1,0,0,0,0,0,0
MPP5,0,0,0,0,0,3,0,0,0,0,0,0
MRAP2,0,0,0,11,1,24,0,0,0,0,0,0
MRC2,0,0,0,0,0,0,0,0,0,0,0,0
MRGPRG,0,0,0,0,0,1,0,0,0,0,0,0
MROH1,0,0,0,0,2,0,0,0,0,0,1,0
MROH2B,0,0,0,0,1,1,0,0,0,0,0,4
MRPL15,0,0,0,0,0,1,0,0,0,0,0,0
MRPL19,0,0,0,0,2,0,0,0,0,0,0,1
MRPL20,0,0,0,1,0,0,0,0,0,0,0,0
MRPL24,0,0,0,0,0,1,0,0,0,0,0,0
MRPL30,0,0,0,1,0,0,0,0,0,0,0,0
MRPL37,0,0,0,0,0,2,0,0,0,0,0,0
MRPL47,0,0,0,0,0,2,0,0,0,0,0,0
MRPL52,0,0,0,0,0,1,0,0,0,0,0,0
MRPL57,0,0,0,0,0,2,0,0,0,0,0,0
MRPL9,0,0,0,0,0,1,0,0,0,0,0,1
MRPS18C,0,0,0,3,0,0,0,0,0,0,0,0
MRS2,0,0,0,1,0,0,0,0,0,0,1,0
MSANTD1,0,0,0,0,1,0,0,0,0,0,0,0
MSC,0,0,0,1,0,0,0,0,0,0,0,0
MSI1,0,0,0,0,0,1,0,0,0,0,0,0
MSL2,0,0,0,1,0,0,0,0,0,0,0,0
MSS51,0,0,0,0,0,1,0,0,0,0,0,0
MTCL1,0,0,0,0,0,2,0,0,0,0,0,1
MTFR1,0,0,0,0,0,1,0,0,0,0,0,1
MTHFD2,0,0,0,0,0,1,0,0,0,0,0,0
MTMR3,0,0,0,0,1,0,0,0,0,1,0,0
MTMR6,0,0,0,0,0,1,0,0,0,0,0,0
MTMR7,0,0,0,0,0,1,0,0,0,0,1,1
MTUS2,0,0,0,0,0,2,0,0,0,0,0,0
MUC20,0,0,0,0,0,1,0,0,0,0,0,0
MUL1,0,0,0,1,0,0,0,0,0,0,0,0
MUM1L1,0,0,0,0,1,2,0,0,0,0,0,0
MXRA8,0,0,0,0,0,1,0,0,0,0,0,0
MYBL1,0,0,0,0,0,1,0,0,0,0,0,0
MYH1,0,0,0,2,0,1,0,0,0,0,0,3
MYL12A,0,0,0,0,0,1,0,0,0,0,0,0
MYL6,0,0,0,1,0,0,0,0,0,0,0,0
MYO16,0,0,0,0,2,1,0,0,0,0,1,1
MYO19,0,0,0,0,0,2,0,0,0,0,0,0
MZB1,0,0,0,0,3,0,0,0,0,0,0,1
MZF1,0,0,0,0,0,1,0,0,0,0,0,0
MZT2A,0,0,0,0,0,2,0,0,0,0,0,3
N4BP1,0,0,0,1,0,0,0,0,0,0,0,0
NAA11,0,0,0,0,0,1,0,0,0,0,0,0
NAA16,0,0,0,0,0,0,0,0,0,0,0,0
NAA35,0,0,0,0,0,0,0,0,0,0,0,0
NAA40,0,0,0,0,0,1,0,0,0,0,0,0
NANOS1,0,0,0,0,10,0,0,0,0,0,0,0
NARS,0,0,0,0,0,1,0,0,0,0,0,0
NAT10,0,0,0,0,0,1,0,0,0,0,0,0
NAV3,0,0,0,0,0,3,0,0,0,0,1,1
NBPF10,0,0,0,0,0,4,0,0,0,0,0,0
NBPF4,0,0,0,0,0,1,0,0,0,0,0,1
NBPF6,0,0,0,0,0,1,0,0,0,0,0,0
NCAPG,0,0,0,0,0,1,0,0,0,0,0,0
NCBP2L,0,0,0,0,0,4,0,0,0,0,0,0
NCEH1,0,0,0,0,0,2,0,0,0,0,0,1
NCKAP1L,0,0,0,0,2,0,0,0,0,0,0,1
NCKAP5L,0,0,0,0,1,0,0,0,0,0,0,1
NCL,0,0,0,0,1,3,0,0,0,0,0,0
NCOA2,0,0,0,0,0,1,0,0,0,0,0,0
NCOA6,0,0,0,0,0,2,0,0,0,0,0,0
NCR3LG1,0,0,0,0,0,4,0,0,0,0,0,0
NDC80,0,0,0,0,0,1,0,0,0,0,0,0
NDFIP2,0,0,0,0,0,2,0,0,0,0,0,0
NDUFB1,0,0,0,3,12,244,0,0,0,0,0,0
NDUFC2,0,0,0,3,0,0,0,0,0,4,4,0
NECAB1,0,0,0,0,0,2,0,0,0,0,0,0
NEDD1,0,0,0,0,2,0,0,0,0,0,0,0
NEK3,0,0,0,0,0,2,0,0,0,0,0,1
NELL2,0,0,0,1,0,0,0,0,0,0,2,0
NEMF,0,0,0,0,1,0,0,0,0,0,0,0
NEPRO,0,0,0,0,0,5,0,0,0,0,0,0
NES,0,0,0,0,0,3,0,0,0,0,0,0
NEUROG3,0,0,0,10,5,20,0,0,0,0,0,0
NFE2L3,0,0,0,0,2,0,0,0,0,0,0,0
NFKBIE,0,0,0,2,0,0,0,0,0,0,0,0
NFX1,0,0,0,0,0,1,0,0,0,0,0,0
NHLRC2,0,0,0,0,0,1,0,0,0,0,0,0
NIFK,0,0,0,0,0,2,0,0,0,0,0,0
NINL,0,0,0,0,3,0,0,0,0,0,0,0
NIPAL3,0,0,0,0,1,0,0,0,0,0,0,0
NKAPL,0,0,0,0,0,1,0,0,0,0,0,0
NKX1-1,0,0,0,0,0,1,0,0,0,0,0,0
NKX1-2,0,0,0,3,0,0,0,0,0,0,0,0
NKX6-2,0,0,0,1,0,0,0,0,0,0,0,0
NMRK1,0,0,0,0,0,2,0,0,0,0,0,0
NOL11,0,0,0,0,0,1,0,0,0,0,0,1
NOL6,0,0,0,0,0,1,0,0,0,0,0,0
NOL7,0,0,0,0,0,4,0,0,0,0,0,0
NOMO3,0,0,0,0,0,2,0,0,0,0,0,2
NOP58,0,0,0,0,0,2,0,0,0,1,0,0
NOSTRIN,0,0,0,0,0,2,0,0,0,0,2,0
NOXO1,0,0,0,0,0,1,0,0,0,0,0,0
NPB,0,0,0,0,0,1,0,0,0,0,0,0
NPBWR1,0,0,0,0,0,1,0,0,0,0,0,0
NPBWR2,0,0,0,0,1,1,0,0,0,0,0,1
NPIPA7,0,0,0,0,0,1,0,0,0,0,0,0
NPIPB11,0,0,0,0,0,1,0,0,0,0,1,0
NPIPB4,0,0,0,0,0,4,0,0,0,0,0,0
NPPB,0,0,0,2,2,0,0,0,0,1,0,0
NPTXR,0,0,0,0,0,5,0,0,0,0,0,0
NR1D1,0,0,0,1,0,1,0,0,0,0,0,0
NR2C2AP,0,0,0,1,0,0,0,0,0,0,0,0
NRG2,0,0,0,0,0,1,0,0,0,0,0,0
NSRP1,0,0,0,0,1,0,0,0,0,0,0,0
NT5C,0,0,0,0,0,2,0,0,0,0,0,0
NT5C3B,0,0,0,2,0,0,0,0,0,0,0,0
NTF4,0,0,0,5,1,0,0,0,0,0,0,0
NTN4,0,0,0,0,0,2,0,0,0,0,0,0
NTSR1,0,0,0,0,0,2,0,0,0,0,0,0
NUCB1,0,0,0,0,0,1,0,0,0,0,0,1
NUDT19,0,0,0,2,0,0,0,0,0,0,0,0
NUDT8,0,0,0,0,0,1,0,0,0,0,0,0
NUFIP2,0,0,0,0,0,3,0,0,0,0,0,0
NUP153,0,0,0,0,0,2,0,0,0,2,0,0
NUP160,0,0,0,0,0,2,0,0,0,0,0,4
NUP210,0,0,0,1,3,1,0,0,0,0,0,1
NUP58,0,0,0,0,0,2,0,0,0,0,0,0
NUPL2,0,0,0,0,0,2,0,0,0,0,1,0
NUTM2B,0,0,0,0,0,1,0,0,0,0,0,1
NVL,0,0,0,0,1,1,0,0,0,0,0,2
NWD2,0,0,0,1,0,0,0,0,0,0,0,0
NXPE1,0,0,0,0,1,0,0,0,0,0,0,0
NXPH3,0,0,0,0,0,1,0,0,0,0,0,0
NYAP1,0,0,0,1,1,1,0,0,0,0,0,0
OAF,0,0,0,0,0,2,0,0,0,0,0,0
OBP2A,0,0,0,0,1,0,0,0,0,0,0,0
OC90,0,0,0,0,0,4,0,0,0,0,0,0
OCIAD2,0,0,0,0,0,1,0,0,0,0,0,0
OCM,0,0,0,0,0,1,0,0,0,0,0,0
ODF1,0,0,0,0,0,1,0,0,0,0,0,0
ODF3,0,0,0,0,2,0,0,0,0,0,0,0
ODF3L2,0,0,0,0,0,2,0,0,0,0,0,0
OGFOD1,0,0,0,0,1,0,0,0,0,0,0,0
OLIG1,0,0,0,1,0,0,0,0,0,0,0,0
OMD,0,0,0,0,0,1,0,0,0,0,0,0
OMG,0,0,0,7,21,0,0,0,0,0,0,0
OOSP2,0,0,0,1,0,0,0,0,0,0,0,0
OPALIN,0,0,0,0,0,1,0,0,0,0,0,0
OR10AG1,0,0,0,0,0,2,0,0,0,0,0,0
OR10G8,0,0,0,0,2,0,0,0,0,0,0,0
OR10H3,0,0,0,0,0,1,0,0,0,0,0,0
OR10H4,0,0,0,0,0,1,0,0,0,0,0,0
OR10J1,0,0,0,0,0,1,0,0,0,0,0,0
OR10S1,0,0,0,1,0,0,0,0,0,0,0,1
OR10Z1,0,0,0,0,0,2,0,0,0,0,0,0
OR13A1,0,0,0,0,0,1,0,0,0,0,0,0
OR13C3,0,0,0,0,2,0,0,0,0,0,0,0
OR13C4,0,0,0,0,1,0,0,0,0,0,0,0
OR13C5,0,0,0,0,0,1,0,0,0,0,0,0
OR14A2,0,0,0,0,0,1,0,0,0,0,0,0
OR14C36,0,0,0,0,0,2,0,0,0,0,0,0
OR1K1,0,0,0,0,0,2,0,0,0,0,0,0
OR1Q1,0,0,0,0,0,1,0,0,0,0,0,0
OR1S1,0,0,0,0,0,1,0,0,0,0,0,0
OR2AE1,0,0,0,0,0,2,0,0,0,0,0,0
OR2AG1,0,0,0,0,0,1,0,0,0,0,0,0
OR2AG2,0,0,0,0,2,0,0,0,0,0,0,0
OR2AP1,0,0,0,0,0,1,0,0,0,0,0,0
OR2AT4,0,0,0,0,0,1,0,0,0,0,0,0
OR2G2,0,0,0,1,0,0,0,0,0,0,0,0
OR2L8,0,0,0,0,0,1,0,0,0,0,0,0
OR2M4,0,0,0,0,0,2,0,0,0,0,0,0
OR2M5,0,0,0,0,0,3,0,0,0,0,0,0
OR2M7,0,0,0,0,0,2,0,0,0,0,0,0
OR2T12,0,0,0,0,0,2,0,0,0,0,0,0
OR2T6,0,0,0,0,0,1,0,0,0,0,0,0
OR2T8,0,0,0,0,0,1,0,0,0,0,0,0
OR2V2,0,0,0,0,2,0,0,0,0,0,0,0
OR4A16,0,0,0,2,0,2,0,0,0,0,0,0
OR4C6,0,0,0,0,0,2,0,0,0,0,0,0
OR4D9,0,0,0,0,0,2,0,0,0,0,0,0
OR4F6,0,0,0,0,0,1,0,0,0,0,0,0
OR4K17,0,0,0,0,1,0,0,0,0,0,0,0
OR4N2,0,0,0,0,0,1,0,0,0,0,0,0
OR51A2,0,0,0,0,0,2,0,0,0,0,0,0
OR51A4,0,0,0,0,0,5,0,0,0,0,0,0
OR51B5,0,0,0,0,0,2,0,0,0,0,0,0
OR51D1,0,0,0,0,0,1,0,0,0,0,0,0
OR51E1,0,0,0,0,0,2,0,0,0,0,0,0
OR51G2,0,0,0,0,1,0,0,0,0,0,0,0
OR51I1,0,0,0,1,0,0,0,0,0,0,0,0
OR51V1,0,0,0,0,0,1,0,0,0,0,0,0
OR52B2,0,0,0,0,0,1,0,0,0,0,0,0
OR52B4,0,0,0,1,0,1,0,0,0,0,0,0
OR52D1,0,0,0,0,0,3,0,0,0,0,0,0
OR52L1,0,0,0,0,0,1,0,0,0,0,0,0
OR5D13,0,0,0,0,0,1,0,0,0,0,0,0
OR5D16,0,0,0,0,2,0,0,0,0,0,0,0
OR5F1,0,0,0,0,0,1,0,0,0,0,0,0
OR5H15,0,0,0,0,0,1,0,0,0,0,0,0
OR5K3,0,0,0,0,1,0,0,0,0,0,0,0
OR5M1,0,0,0,0,0,1,0,0,0,0,0,0
OR5M11,0,0,0,0,0,1,0,0,0,0,0,0
OR5M9,0,0,0,0,1,0,0,0,0,0,0,0
OR5T3,0,0,0,0,1,0,0,0,0,0,0,0
OR6C6,0,0,0,0,0,1,0,0,0,0,0,0
OR6C70,0,0,0,0,0,0,0,0,0,0,0,0
OR6P1,0,0,0,0,0,2,0,0,0,0,0,0
OR6S1,0,0,0,0,0,0,0,0,0,0,0,0
OR6T1,0,0,0,0,0,1,0,0,0,0,0,0
OR6Y1,0,0,0,0,0,1,0,0,0,0,0,0
OR7A17,0,0,0,2,0,0,0,0,0,0,0,0
OR7C2,0,0,0,0,0,1,0,0,0,0,0,0
OR7G3,0,0,0,0,0,1,0,0,0,0,0,0
OR8A1,0,0,0,0,0,1,0,0,0,0,0,0
OR8B4,0,0,0,0,2,0,0,0,0,0,0,0
OR8B8,0,0,0,0,0,1,0,0,0,0,0,0
OR8S1,0,0,0,0,0,1,0,0,0,0,0,0
OS9,0,0,0,0,0,1,0,0,0,0,0,0
OSBPL7,0,0,0,0,0,1,0,0,0,0,0,0
OSCAR,0,0,0,0,0,2,0,0,0,0,0,0
OTOP1,0,0,0,0,0,4,0,0,0,0,0,0
OTOP2,0,0,0,1,0,0,0,0,0,0,0,0
OTUD6B,0,0,0,0,0,1,0,0,0,0,0,0
OVCH1,0,0,0,0,1,0,0,0,0,0,0,4
OXCT2,0,0,0,0,0,2,0,0,0,0,0,0
P2RY14,0,0,0,0,1,0,0,0,0,0,0,0
PABPC1L,0,0,0,0,2,0,0,0,0,0,0,1
PABPC3,0,0,0,0,0,2,0,0,0,0,0,0
PABPN1,0,0,0,2,6,0,0,0,0,0,0,0
PACSIN3,0,0,0,1,0,0,0,0,0,0,0,0
PALMD,0,0,0,0,1,0,0,0,0,0,0,0
PAPLN,0,0,0,0,0,1,0,0,0,0,0,5
PAPPA,0,0,0,0,1,3,0,0,0,0,0,4
PAQR4,0,0,0,0,0,0,0,0,0,0,0,0
PAQR6,0,0,0,0,0,3,0,0,0,0,1,0
PARP14,0,0,0,0,2,0,0,0,0,0,0,2
PARP9,0,0,0,0,0,1,0,0,0,0,0,1
PARPBP,0,0,0,0,0,3,0,0,0,0,0,0
PARVG,0,0,0,0,0,2,0,0,0,0,1,1
PATJ,0,0,0,0,1,0,0,0,0,0,1,2
PATL2,0,0,0,0,0,4,0,0,0,0,0,0
PBLD,0,0,0,2,0,0,0,0,0,0,0,1
PCBP4,0,0,0,0,1,0,0,0,0,0,0,2
PCDH12,0,0,0,0,0,2,0,0,0,0,0,0
PCDH17,0,0,0,0,2,0,0,0,0,0,0,0
PCDHA12,0,0,0,0,0,1,0,0,0,0,0,0
PCDHA2,0,0,0,0,0,3,0,0,0,0,0,0
PCDHA4,0,0,0,0,0,1,0,0,0,0,0,0
PCDHA5,0,0,0,1,0,1,0,0,0,0,0,0
PCDHA7,0,0,0,0,0,1,0,0,0,0,0,0
PCDHA9,0,0,0,0,0,2,0,0,0,0,0,0
PCDHB1,0,0,0,2,0,0,0,0,0,0,0,0
PCDHB10,0,0,0,0,1,1,0,0,0,0,0,0
PCDHB14,0,0,0,0,0,0,0,0,0,0,0,1
PCDHB3,0,0,0,0,0,1,0,0,0,0,0,1
PCDHGA1,0,0,0,0,0,1,0,0,0,0,0,0
PCDHGA11,0,0,0,0,0,2,0,0,0,0,0,0
PCDHGA2,0,0,0,0,0,2,0,0,0,0,0,0
PCDHGB6,0,0,0,0,1,0,0,0,0,0,0,0
PCDHGC5,0,0,0,1,0,0,0,0,0,0,0,0
PCED1A,0,0,0,1,0,0,0,0,0,0,0,0
PCED1B,0,0,0,0,1,0,0,0,0,0,0,0
PCF11,0,0,0,0,0,1,0,0,0,0,0,1
PCGF1,0,0,0,0,0,6,0,0,0,0,0,0
PCIF1,0,0,0,0,1,0,0,0,0,0,0,0
PCMTD2,0,0,0,0,0,3,0,0,0,0,0,0
PCNX1,0,0,0,0,0,5,0,0,0,0,0,0
PCNX4,0,0,0,0,0,3,0,0,0,0,0,0
PCTP,0,0,0,1,0,0,0,0,0,0,0,0
PDCD10,0,0,0,0,2,2,0,0,0,3,0,29
PDCD4,0,0,0,1,0,0,0,0,0,0,0,0
PDE3A,0,0,0,0,0,2,0,0,0,0,0,0
PDE4DIP,0,0,0,0,0,1,0,0,0,0,0,3
PDIA2,0,0,0,0,0,1,0,0,0,0,0,0
PDILT,0,0,0,0,0,1,0,0,0,0,0,1
PDPN,0,0,0,0,0,2,0,0,0,0,0,0
PDZD8,0,0,0,0,0,1,0,0,0,0,0,0
PDZRN4,0,0,0,0,0,0,0,0,0,1,2,0
PEG10,0,0,0,1,0,0,0,0,0,0,0,0
PES1,0,0,0,0,1,0,0,0,0,0,2,0
PFKFB2,0,0,0,0,0,1,0,0,0,0,0,1
PGGT1B,0,0,0,0,0,1,0,0,0,0,0,0
PGLYRP3,0,0,0,0,0,0,0,0,0,0,0,0
PGLYRP4,0,0,0,0,0,2,0,0,0,0,0,0
PHC3,0,0,0,0,0,3,0,0,0,0,0,9
PHF20,0,0,0,0,0,1,0,0,0,0,0,0
PHF20L1,0,0,0,2,0,0,0,0,0,0,0,4
PHF23,0,0,0,0,0,1,0,0,0,0,0,0
PHLDB3,0,0,0,0,0,1,0,0,0,0,0,0
PHLPP1,0,0,0,0,0,2,0,0,0,0,0,0
PHRF1,0,0,0,2,0,1,0,0,0,0,0,0
PIFO,0,0,0,1,0,0,0,0,0,0,0,0
PIGB,0,0,0,2,0,0,0,0,0,0,0,0
PIGC,0,0,0,0,0,1,0,0,0,0,0,0
PIGG,0,0,0,0,0,1,0,0,0,0,0,0
PINX1,0,0,0,0,0,1,0,0,0,0,0,0
PIP,0,0,0,0,1,0,0,0,0,0,0,0
PITPNM1,0,0,0,0,0,0,0,0,0,0,0,0
PITRM1,0,0,0,0,3,0,0,0,0,3,0,1
PIWIL2,0,0,0,1,2,0,0,0,0,0,0,2
PJA2,0,0,0,0,0,1,0,0,0,0,0,0
PKD2L2,0,0,0,1,0,0,0,0,0,0,0,0
PLA1A,0,0,0,0,0,2,0,0,0,0,0,0
PLA2G4D,0,0,0,1,1,1,0,0,0,0,0,3
PLBD2,0,0,0,1,0,3,0,0,0,0,2,0
PLCL1,0,0,0,0,1,3,0,0,0,0,0,0
PLCXD2,0,0,0,0,1,1,0,0,0,0,0,1
PLEKHA8,0,0,0,0,0,3,0,0,0,0,0,0
PLEKHB1,0,0,0,1,0,0,0,0,0,0,0,0
PLEKHG2,0,0,0,0,0,4,0,0,0,0,0,1
PLEKHG3,0,0,0,0,0,1,0,0,0,0,0,0
PLEKHH3,0,0,0,0,0,1,0,0,0,0,0,0
PLEKHS1,0,0,0,0,0,1,0,0,0,0,0,0
PLPPR3,0,0,0,0,0,1,0,0,0,0,0,0
PM20D1,0,0,0,0,0,1,0,0,0,0,0,0
PMAIP1,0,0,0,1,0,0,0,0,0,0,0,0
PMEPA1,0,0,0,0,0,1,0,0,0,0,0,1
PMFBP1,0,0,0,0,0,3,0,0,0,0,1,0
PMM1,0,0,0,0,0,0,0,0,0,0,0,0
PMPCA,0,0,0,0,0,2,0,0,0,0,0,2
PMVK,0,0,0,0,0,1,0,0,0,0,1,0
PNLDC1,0,0,0,0,1,0,0,0,0,1,0,1
PNMA2,0,0,0,0,0,1,0,0,0,0,0,0
PNMAL2,0,0,0,1,0,0,0,0,0,0,0,0
PNOC,0,0,0,0,1,0,0,0,0,0,0,0
PNPLA8,0,0,0,2,0,0,0,0,0,0,0,0
PNRC1,0,0,0,1,0,0,0,0,0,0,0,0
POC1B-GALNT4,0,0,0,0,1,0,0,0,0,0,0,0
PODXL2,0,0,0,0,0,2,0,0,0,0,0,0
POGK,0,0,0,0,0,1,0,0,0,0,0,0
POLA2,0,0,0,0,0,1,0,0,0,0,2,1
POLD4,0,0,0,6,14,20,0,0,0,0,0,0
POLR2M,0,0,0,0,0,4,0,0,0,0,0,0
POLR3GL,0,0,0,0,1,0,0,0,0,0,0,0
POM121,0,0,0,0,2,1,0,0,0,0,1,1
POM121L2,0,0,0,0,0,2,0,0,0,0,0,0
POP4,0,0,0,0,0,2,0,0,0,0,0,0
POPDC3,0,0,0,0,0,1,0,0,0,0,0,0
POTEA,0,0,0,1,0,0,0,0,0,0,0,1
POTEF,0,0,0,0,0,2,0,0,0,0,0,0
POTEJ,0,0,0,0,1,0,0,0,0,0,0,0
PP2D1,0,0,0,0,0,1,0,0,0,0,0,0
PPHLN1,0,0,0,2,0,0,0,0,0,0,0,2
PPIC,0,0,0,0,0,2,0,0,0,0,0,0
PPM1E,0,0,0,0,0,2,0,0,0,14,0,0
PPP1R12C,0,0,0,0,0,2,0,0,0,0,0,0
PPP1R14A,0,0,0,0,1,0,0,0,0,0,0,0
PPP1R15A,0,0,0,0,1,0,0,0,0,0,0,0
PPP1R1C,0,0,0,0,1,0,0,0,0,0,0,0
PPP1R2,0,0,0,0,0,1,0,0,0,0,0,0
PPP1R26,0,0,0,0,1,0,0,0,0,0,0,0
PPP1R32,0,0,0,0,0,2,0,0,0,0,0,1
PPP1R3B,0,0,0,1,0,0,0,0,0,0,0,0
PRAME,0,0,0,0,0,2,0,0,0,0,0,3
PRAMEF10,0,0,0,0,0,2,0,0,0,0,0,0
PRAMEF26,0,0,0,0,1,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,2,0,0,0,0,0,6
PRAMEF7,0,0,0,0,0,1,0,0,0,0,0,0
PRB2,0,0,0,0,0,6,0,0,0,0,0,0
PRDM13,0,0,0,0,1,1,0,0,0,0,0,0
PRDM15,0,0,0,0,0,1,0,0,0,0,1,2
PREX1,0,0,0,0,1,0,0,0,0,1,0,0
PRG2,0,0,0,1,0,0,0,0,0,0,0,0
PRH2,0,0,0,0,1,0,0,0,0,0,0,0
PRICKLE4,0,0,0,0,0,2,0,0,0,0,0,0
PRKD2,0,0,0,0,0,1,0,0,0,0,0,2
PRM3,0,0,0,0,1,0,0,0,0,0,0,0
PROCA1,0,0,0,1,0,2,0,0,0,0,0,0
PRPF18,0,0,0,0,0,1,0,0,0,0,2,2
PRR11,0,0,0,0,0,1,0,0,0,0,0,0
PRR23C,0,0,0,0,1,2,0,0,0,0,0,0
PRR35,0,0,0,0,1,0,0,0,0,0,0,0
PRR36,0,0,0,0,0,3,0,0,0,0,0,0
PRR5-ARHGAP8,0,0,0,0,0,1,0,0,0,0,0,4
PRRC1,0,0,0,1,0,0,0,0,0,0,0,0
PRRT4,0,0,0,0,0,3,0,0,0,0,6,0
PRSS36,0,0,0,0,0,1,0,0,0,0,0,0
PRSS38,0,0,0,0,2,0,0,0,0,0,0,0
PRSS48,0,0,0,2,0,0,0,0,0,0,0,0
PRTFDC1,0,0,0,0,0,1,0,0,0,0,0,0
PRUNE2,0,0,0,0,1,0,0,0,0,0,1,2
PSD,0,0,0,1,0,0,0,0,0,2,0,0
PSD4,0,0,0,0,3,0,0,0,0,0,1,0
PSG2,0,0,0,0,1,1,0,0,0,0,0,0
PSG3,0,0,0,0,0,2,0,0,0,0,0,0
PSG4,0,0,0,0,0,1,0,0,0,4,0,2
PSMA3,0,0,0,0,0,1,0,0,0,0,0,0
PSMB10,0,0,0,0,0,2,0,0,0,0,0,2
PSMB11,0,0,0,0,2,0,0,0,0,0,0,0
PSMD5,0,0,0,0,0,1,0,0,0,1,0,0
PSMD6,0,0,0,0,0,1,0,0,0,0,0,0
PSMF1,0,0,0,0,0,0,0,0,0,0,0,0
PTCD3,0,0,0,0,0,1,0,0,0,0,0,0
PTGER3,0,0,0,2,0,0,0,0,0,0,0,0
PTGFRN,0,0,0,1,0,1,0,0,0,0,0,0
PTH2,0,0,0,0,0,2,0,0,0,0,0,0
PTK6,0,0,0,0,1,0,0,0,0,0,0,0
PTP4A3,0,0,0,0,0,1,0,0,0,0,1,2
PTPDC1,0,0,0,0,4,0,0,0,0,0,0,2
PTPMT1,0,0,0,1,0,0,0,0,0,0,0,0
PTPN5,0,0,0,0,0,1,0,0,0,0,0,0
PTPRH,0,0,0,0,0,0,0,0,0,0,0,0
PTPRM,0,0,0,0,3,1,0,0,0,0,0,0
PTPRR,0,0,0,1,0,0,0,0,0,0,0,0
PTX3,0,0,0,0,2,0,0,0,0,0,0,0
PTX4,0,0,0,0,0,3,0,0,0,0,1,0
PUM2,0,0,0,0,1,0,0,0,0,0,0,0
PWP2,0,0,0,0,1,0,0,0,0,0,0,5
PXK,0,0,0,0,1,0,0,0,0,0,12,3
PXN,0,0,0,0,0,1,0,0,0,0,0,1
PYCARD,0,0,0,0,1,0,0,0,0,0,2,0
PYHIN1,0,0,0,0,2,1,0,0,0,0,0,0
PYROXD1,0,0,0,0,0,1,0,0,0,0,0,1
R3HCC1L,0,0,0,0,0,1,0,0,0,0,0,0
R3HDM1,0,0,0,0,2,0,0,0,0,0,0,0
RAB11FIP1,0,0,0,0,1,0,0,0,0,0,0,0
RAB11FIP2,0,0,0,0,0,2,0,0,0,0,0,4
RAB26,0,0,0,0,0,3,0,0,0,0,0,0
RAB27A,0,0,0,2,2,4,0,0,0,0,0,0
RAB2B,0,0,0,2,0,0,0,0,0,0,0,2
RAB3C,0,0,0,0,0,1,0,0,0,0,0,0
RAB44,0,0,0,0,1,2,0,0,0,0,0,0
RAB5B,0,0,0,0,0,1,0,0,0,0,0,0
RAB5C,0,0,0,0,0,2,0,0,0,0,0,0
RAB6A,0,0,0,0,0,1,0,0,0,0,0,0
RABL2B,0,0,0,1,0,0,0,0,0,0,0,6
RAC3,0,0,0,0,0,1,0,0,0,0,0,0
RAD51AP2,0,0,0,0,0,1,0,0,0,0,0,0
RAET1G,0,0,0,0,0,3,0,0,0,0,0,0
RANGAP1,0,0,0,0,0,2,0,0,0,0,0,0
RAPGEF3,0,0,0,0,1,1,0,0,0,0,0,0
RASA3,0,0,0,1,0,0,0,0,0,0,0,0
RASAL1,0,0,0,0,1,0,0,0,0,0,0,2
RASSF2,0,0,0,2,0,0,0,0,0,0,0,0
RASSF4,0,0,0,0,0,2,0,0,0,0,0,0
RASSF8,0,0,0,0,0,2,0,0,0,0,0,0
RAVER1,0,0,0,0,1,1,0,0,0,0,0,0
RBAK,0,0,0,0,0,1,0,0,0,0,0,0
RBBP6,0,0,0,0,1,0,0,0,0,0,0,0
RBM11,0,0,0,0,0,1,0,0,0,0,0,0
RBM12B,0,0,0,1,0,0,0,0,0,0,0,0
RBM44,0,0,0,0,0,1,0,0,0,0,0,0
RBM45,0,0,0,1,0,0,0,0,0,2,0,0
RBM47,0,0,0,0,0,2,0,0,0,0,1,0
RBM4B,0,0,0,1,0,0,0,0,0,0,0,0
RBMXL3,0,0,0,2,1,2,0,0,0,0,0,0
RBSN,0,0,0,0,0,1,0,0,0,0,0,0
RCVRN,0,0,0,0,0,1,0,0,0,0,0,0
