,HIGH.gnomad_001,HIGH.gnomad_001_01,HIGH.gnomad_01_1,MODERATE.gnomad_001,MODERATE.gnomad_001_01,MODERATE.gnomad_01_1,LOW.gnomad_001,LOW.gnomad_001_01,LOW.gnomad_01_1,MODIFIER.gnomad_001,MODIFIER.gnomad_001_01,MODIFIER.gnomad_01_1
PIK3CB,0,0,0,3,73,5,5,99,54,2,4,30
PIK3CD,0,0,0,30,21,135,18,84,258,4,18,3
PIK3IP1,0,0,0,0,0,0,0,0,1,0,0,1
PIK3R1,0,0,0,11,2,3,21,9,53,0,4,5
PIK3R2,0,0,0,14,15,54,3,14,18,4,3,0
PIK3R4,0,0,0,76,7,182,98,25,61,4,5,12
PIK3R5,0,0,0,20,31,96,19,6,37,2,0,5
PIM1,0,0,0,13,4,23,3,8,4,0,0,0
PIM2,0,0,0,0,0,0,0,0,2,0,0,0
PIN1,0,0,0,2,0,15,10,0,0,9,6,82
PIP4K2A,0,0,0,13,16,33,15,10,6,1,0,3
PIP4K2B,0,0,0,0,0,0,0,0,1,2,0,0
PIP5K1C,0,0,0,21,1,21,24,12,459,1,8,90
PIP5KL1,0,0,0,0,2,0,2,0,0,0,0,0
PITPNA,0,0,0,6,1,0,53,88,38,2,18,0
PITPNM2,0,0,0,0,1,0,0,0,0,0,0,0
PITPNM3,0,0,0,25,36,23,22,136,328,1,2,1
PITRM1,0,0,0,0,2,0,0,0,1,3,0,0
PITX1,0,0,0,1,5,10,3,0,1,0,0,0
PITX2,0,0,0,2,4,182,6,3,31,0,0,1
PIWIL1,0,0,0,0,0,0,0,0,5,2,0,0
PIWIL4,0,0,0,8,22,298,3,2,49,0,2,0
PKD1,0,0,0,173,470,1539,135,289,1590,4,93,97
PKD1L2,0,0,0,0,2,3,1,0,2,3,0,1
PKD2,0,0,0,35,61,43,16,39,7,0,0,1
PKD2L1,0,0,0,0,0,0,0,4,0,0,0,0
PKDCC,0,0,0,0,0,0,0,2,0,0,0,0
PKDREJ,0,0,0,0,0,2,0,0,2,0,0,0
PKN3,0,0,0,20,75,73,24,33,17,1,6,0
PKNOX1,0,0,0,6,6,3,10,0,12,0,0,1
PKP1,0,0,0,22,13,113,12,8,5,1,0,0
PKP3,0,0,0,0,0,2,2,0,0,0,0,0
PLA2G10,0,0,0,0,0,8,1,0,0,0,0,0
PLA2G15,0,0,0,0,0,0,0,0,1,0,0,0
PLA2G16,0,0,0,0,0,0,0,0,1,0,0,0
PLA2G2D,0,0,0,2,5,115,3,24,0,0,1,0
PLA2G4A,0,0,0,2,5,3,3,19,8,0,0,15
PLA2G4C,0,0,0,24,31,61,11,8,0,1,5,1
PLA2G4F,0,0,0,0,0,1,0,0,2,0,0,0
PLA2G5,0,0,0,0,1,1,4,2,24,0,0,5
PLA2R1,0,0,0,0,0,2,2,3,0,1,0,0
PLAC8L1,0,0,0,0,0,0,0,0,1,0,0,0
PLAG1,0,0,0,3,15,93,1,0,0,0,0,0
PLAGL1,0,0,0,4,8,9,3,0,1,0,0,0
PLAT,0,0,0,28,15,179,15,33,63,2,0,14
PLAUR,0,0,0,7,18,38,2,11,186,0,2,0
PLB1,0,0,0,0,0,0,1,1,0,0,2,2
PLCB1,0,0,0,28,12,63,18,10,5,7,16,33
PLCB3,0,0,0,2,0,0,1,0,0,0,0,0
PLCB4,0,0,0,13,22,260,9,10,77,0,1,24
PLCD3,0,0,0,0,0,0,0,1,4,0,0,0
PLCG2,0,0,0,34,33,77,13,36,269,5,5,25
PLCH2,0,0,0,1,0,3,0,0,4,1,0,5
PLCL2,0,0,0,0,0,0,0,0,1,0,0,0
PLD3,0,0,0,14,23,140,5,5,17,0,0,0
PLD6,0,0,0,0,0,0,2,0,0,0,0,0
PLEKHA5,0,0,0,0,0,1,0,0,1,0,0,2
PLEKHA6,0,0,0,0,0,0,0,0,3,0,0,1
PLEKHB1,0,0,0,0,0,0,0,0,1,0,0,0
PLEKHF2,0,0,0,0,0,0,0,0,2,0,0,0
PLEKHG1,0,0,0,1,0,6,0,1,0,0,0,0
PLEKHG2,0,0,0,0,1,1,0,0,1,0,0,1
PLEKHG4B,0,0,0,0,0,0,0,1,4,0,0,0
PLEKHG6,0,0,0,0,0,1,0,0,1,0,0,1
PLEKHG7,0,0,0,0,0,0,0,2,0,0,0,0
PLEKHM1,0,0,0,12,101,48,19,39,8,21,52,46
PLEKHM2,0,0,0,0,0,0,0,0,1,0,0,0
PLEKHN1,0,0,0,0,0,7,0,0,1,0,0,0
PLK1,0,0,0,12,21,6,18,18,0,0,0,5
PLK4,0,0,0,10,53,63,0,7,6,0,0,32
PLK5,0,0,0,0,0,0,0,0,0,0,0,0
PLP1,0,0,0,0,0,3,1,1,0,0,0,1
PLPP2,0,0,0,0,0,2,1,0,0,0,0,0
PLPP5,0,0,0,0,0,0,0,0,1,0,0,0
PLPPR4,0,0,0,0,0,0,0,0,2,0,0,0
PLRG1,0,0,0,5,2,34,0,7,7,0,0,0
PLS3,0,0,0,3,2,7,3,8,8,0,0,0
PLXDC1,0,0,0,0,0,2,2,0,0,0,0,0
PLXNA1,0,0,0,31,61,288,26,93,99,2,0,0
PLXNA2,0,0,0,69,66,99,14,25,302,0,0,42
PLXNA3,0,0,0,55,57,467,13,157,433,2,1,2
PLXNA4,0,0,0,30,42,257,34,60,115,1,0,280
PLXNB1,0,0,0,53,27,39,24,47,17,0,0,2
PLXNB2,0,0,0,3,8,0,0,0,0,0,0,0
PLXNC1,0,0,0,0,0,1,0,0,1,1,0,0
PMAIP1,0,0,0,2,1,0,0,0,0,0,0,0
PMFBP1,0,0,0,0,0,1,0,0,1,0,0,0
PML,0,0,0,25,13,134,13,6,197,5,27,148
PMM1,0,0,0,0,0,0,0,0,2,0,0,0
PMP22,0,0,0,4,3,222,7,17,14,0,8,1
PMPCB,0,0,0,0,0,1,0,0,1,1,0,0
PMS2P3,0,0,0,0,0,0,0,2,10,5,33,49
PNISR,0,0,0,0,0,0,1,0,0,0,0,3
PNLIP,0,0,0,1,5,0,5,11,52,0,0,0
PNLIPRP3,0,0,0,0,0,0,0,0,1,0,0,0
PNP,0,0,0,4,7,10,9,1,0,1,8,0
PNPLA2,0,0,0,14,18,68,1,5,139,0,0,3
PNPLA6,0,0,0,33,55,177,22,74,88,3,0,6
PNPO,0,0,0,0,27,7,2,1,0,2,0,0
POC1A,0,0,0,9,5,23,7,5,17,3,0,0
POC5,0,0,0,0,0,0,0,0,2,0,0,0
PODN,0,0,0,0,0,2,0,1,0,0,0,4
PODXL,0,0,0,5,7,46,2,4,23,0,1,0
POFUT1,0,0,0,2,2,14,13,2,87,2,7,0
POFUT2,0,0,0,24,93,37,2,10,6,8,1,2
POGLUT1,0,0,0,7,0,26,21,0,6,0,0,1
POGZ,0,0,0,19,33,30,7,24,134,0,1,3
POLA1,0,0,0,11,4,210,6,32,121,0,6,0
POLB,0,0,0,1,0,0,2,7,22,0,0,2
POLD3,0,0,0,21,4,6,4,8,2,0,0,0
POLE3,0,0,0,3,0,1,1,4,0,0,2,3
POLG,0,0,0,67,44,124,20,31,314,1,0,20
POLH,0,0,0,28,11,270,26,25,50,0,0,21
POLR1A,0,0,0,0,0,0,0,0,3,0,0,1
POLR1B,0,0,0,0,0,0,0,0,2,0,0,0
POLR1D,0,0,0,0,1,0,0,5,1,0,0,1
POLR1E,0,0,0,0,0,0,0,0,1,0,0,0
POLR2A,0,0,0,34,2,1,44,18,65,7,9,1
POLR2D,0,0,0,3,0,1,0,3,0,0,0,5
POLR2F,0,0,0,10,5,16,1,0,4,0,51,5
POLR2H,0,0,0,1,0,0,3,0,87,0,0,0
POLR2I,0,0,0,2,2,0,2,0,0,0,2,0
POLR2J,0,0,0,0,0,1,3,1,6,13,1,0
POLR2J3,0,0,0,0,0,13,0,6,0,0,2,1
POLR2J4,0,0,0,0,0,0,0,0,2,0,0,1
POLR2K,0,0,0,2,0,0,0,1,18,0,0,1
POLR3A,0,0,0,31,28,34,71,1,575,6,0,14
POLR3D,0,0,0,0,0,0,0,0,1,0,0,2
POLR3E,0,0,0,0,0,0,1,0,0,0,1,0
POM121C,0,0,0,0,1,9,0,0,1,2,0,0
POMP,0,0,0,3,0,0,0,0,2,0,0,1
PORCN,0,0,0,11,0,16,0,2,2,2,0,0
POTEC,0,0,0,0,0,0,0,0,1,1,0,0
POTEE,0,0,0,0,0,1,0,0,3,0,0,0
POTEG,0,0,0,0,0,35,0,0,1,0,2,2
POTEI,0,0,0,0,0,0,0,0,1,0,0,0
POTEM,0,0,0,0,0,0,1,0,0,0,0,0
POU1F1,0,0,0,10,1,122,36,0,28,3,0,0
POU2F1,0,0,0,15,11,45,27,32,256,2,0,2
POU2F3,0,0,0,0,0,0,0,2,0,0,0,1
POU3F3,0,0,0,0,1,0,0,7,7,0,0,0
POU3F4,0,0,0,0,3,7,3,5,17,0,0,0
POU4F3,0,0,0,8,8,0,3,3,6,0,2,0
POU5F1,0,0,0,24,12,5,1,0,2,0,1,0
POU5F2,0,0,0,0,0,0,0,0,1,0,0,0
PPARA,0,0,0,9,2,184,17,6,7,1,5,13
PPARD,0,0,0,4,5,0,20,2,68,0,0,13
PPARG,0,0,0,3,2,0,4,6,182,0,24,4
PPARGC1A,0,0,0,4,4,12,6,42,13,3,0,12
PPARGC1B,0,0,0,57,33,68,6,6,318,0,5,158
PPAT,0,0,0,4,4,20,8,12,51,0,2,2
PPEF2,0,0,0,0,0,0,0,0,2,0,0,1
PPFIA1,0,0,0,0,0,0,0,1,8,0,0,0
PPFIA2,0,0,0,0,0,0,1,0,0,0,0,1
PPFIA3,0,0,0,0,0,0,0,0,1,0,0,0
PPFIA4,0,0,0,1,0,1,0,1,0,0,0,0
PPFIBP2,0,0,0,0,0,4,0,0,2,0,2,2
PPIA,0,0,0,0,0,0,3,0,0,0,0,7
PPIB,0,0,0,42,4,1,1,2,56,0,0,10
PPIF,0,0,0,0,2,0,0,1,0,0,2,0
PPIG,0,0,0,32,3,4,3,5,27,0,0,0
PPIL2,0,0,0,1,0,0,0,2,0,0,0,2
PPIL4,0,0,0,0,0,0,2,0,0,0,2,0
PPL,0,0,0,0,1,0,0,0,6,0,0,0
PPM1B,0,0,0,8,4,36,1,1,3,0,0,0
PPM1G,0,0,0,5,6,36,24,12,0,0,0,0
PPM1L,0,0,0,0,0,0,0,0,3,0,0,0
PPOX,0,0,0,10,3,35,15,6,11,0,0,7
PPP1CC,0,0,0,0,0,0,0,2,0,0,0,0
PPP1R15A,0,0,0,0,2,0,0,0,1,0,0,0
PPP1R15B,0,0,0,7,38,56,3,14,30,0,0,0
PPP1R16A,0,0,0,0,0,2,0,1,0,0,0,1
PPP1R16B,0,0,0,0,0,1,0,0,1,0,0,0
PPP1R17,0,0,0,2,3,2,0,2,1,0,0,0
PPP1R1A,0,0,0,4,7,4,6,1,1,2,0,7
PPP1R26,0,0,0,0,1,0,0,0,2,0,0,0
PPP1R35,0,0,0,0,0,0,0,0,1,0,0,0
PPP1R3C,0,0,0,6,3,17,0,1,2,0,0,0
PPP1R3E,0,0,0,0,0,2,0,0,1,0,0,0
PPP1R7,0,0,0,0,0,0,0,1,0,2,1,0
PPP1R8,0,0,0,8,3,29,3,1,25,1,0,1
PPP1R9A,0,0,0,1,2,0,1,0,3,0,0,0
PPP1R9B,0,0,0,0,0,0,1,0,0,0,0,0
PPP2CB,0,0,0,0,1,0,0,0,5,0,0,2
PPP2R1A,0,0,0,7,0,0,9,16,13,1,0,13
PPP2R2A,0,0,0,0,4,0,2,2,1,2,1,7
PPP2R2C,0,0,0,5,5,0,9,11,5,7,4,42
PPP2R5A,0,0,0,0,0,0,0,0,1,0,0,0
PPP2R5B,0,0,0,11,12,0,6,7,55,0,3,2
PPP2R5C,0,0,0,1,0,6,1,3,76,1,0,58
PPP2R5D,0,0,0,15,0,0,0,51,189,6,0,0
PPP3CA,0,0,0,1,0,0,1,2,0,0,0,21
PPP3R1,0,0,0,0,0,0,0,0,3,2,0,1
PPP4C,0,0,0,5,0,0,6,47,62,1,2,0
PPP4R1,0,0,0,7,49,46,17,9,367,0,7,0
PPP4R2,0,0,0,2,16,136,0,2,74,0,0,0
PPP4R3A,0,0,0,5,2,3,18,1,140,0,0,0
PPP4R3B,0,0,0,27,3,67,7,4,6,0,0,0
PPP4R4,0,0,0,1,8,52,3,13,110,0,3,1
PPP6C,0,0,0,5,3,1,3,2,2,2,2,0
PPP6R1,0,0,0,23,36,120,13,91,59,1,1,3
PPP6R2,0,0,0,97,34,243,20,85,193,1,2,7
PPP6R3,0,0,0,16,15,0,70,18,152,0,0,0
PPRC1,0,0,0,0,1,3,0,0,1,0,2,0
PPT1,0,0,0,5,12,74,1,0,3,0,1,0
PPWD1,0,0,0,0,2,2,0,0,1,0,0,1
PQBP1,0,0,0,7,4,27,4,0,3,0,0,6
PQLC1,0,0,0,0,0,0,0,0,1,0,0,0
PRAF2,0,0,0,3,0,0,0,2,20,0,0,0
PRAMEF17,0,0,0,0,0,4,0,0,2,0,0,0
PRAMEF18,0,0,0,0,0,3,0,65,0,0,0,0
PRB1,0,0,0,0,0,0,0,0,10,1,5,13
PRB3,0,0,0,40,11,13,1,3,2,2,0,2
PRB4,0,0,0,0,0,7,0,0,1,0,0,3
PRC1,0,0,0,0,0,0,0,1,0,0,0,0
PRCC,0,0,0,1,3,26,11,2,5,0,0,0
PRCD,0,0,0,0,10,0,2,0,0,11,23,181
PRCP,0,0,0,8,4,3,5,4,263,0,2,2
PRDM1,0,0,0,13,5,26,31,0,35,0,0,0
PRDM14,0,0,0,0,0,0,0,0,1,0,0,0
PRDM16,0,0,0,25,45,125,6,85,183,1,0,1
PRDM2,0,0,0,2,0,38,0,0,2,0,0,7
PRDM4,0,0,0,0,0,0,0,0,2,0,0,0
PRDM5,0,0,0,13,8,29,5,8,12,0,0,8
PRDM6,0,0,0,0,0,1,0,0,3,0,0,0
PRDX4,0,0,0,0,2,0,0,15,22,0,0,0
PRELID2,0,0,0,0,0,1,0,1,0,0,0,0
PREP,0,0,0,0,0,0,0,2,2,0,0,0
PREX2,0,0,0,0,0,0,0,0,4,0,0,2
PRF1,0,0,0,21,50,77,3,26,80,0,0,0
PRG4,0,0,0,26,5,121,3,1,7,2,1,0
PRH1,0,0,0,0,0,0,0,0,1,0,0,0
PRICKLE1,0,0,0,12,20,10,0,5,362,0,0,7
PRICKLE2,0,0,0,10,15,108,9,2,113,0,2,0
PRKACA,0,0,0,4,0,0,12,6,38,0,2,13
PRKACG,0,0,0,11,6,2,3,7,2,0,0,0
PRKAG2,0,0,0,14,30,13,31,14,59,3,0,4
PRKAG3,0,0,0,8,18,68,3,8,61,2,6,2
PRKAR1A,0,0,0,1,0,18,9,8,0,3,0,10
PRKAR1B,0,0,0,0,0,0,0,0,1,0,0,0
PRKCA,0,0,0,24,2,15,5,31,1,0,0,0
PRKCB,0,0,0,4,13,142,3,7,49,4,0,5
PRKCD,0,0,0,25,5,11,12,8,37,2,0,4
PRKCG,0,0,0,2,10,35,10,3,130,0,0,4
PRKCH,0,0,0,12,12,83,16,2,45,0,0,21
PRKCI,0,0,0,0,0,0,0,0,1,0,1,0
PRKCSH,0,0,0,17,30,165,14,10,240,2,3,5
PRKCZ,0,0,0,0,0,1,0,0,1,1,0,0
PRKD1,0,0,0,27,12,20,5,1,44,0,0,0
PRKG1,0,0,0,5,15,4,73,2,108,0,0,0
PRKG2,0,0,0,15,3,42,3,7,101,4,0,2
PRLH,0,0,0,3,11,4,0,0,5,1,0,0
PRLHR,0,0,0,20,4,17,4,0,110,0,0,0
PRLR,0,0,0,18,19,19,2,3,37,0,12,0
PRM2,0,0,0,6,10,0,0,0,34,0,0,0
PRMT1,0,0,0,0,0,0,0,1,0,1,0,0
PRMT5,0,0,0,0,0,0,2,0,0,0,0,0
PRMT7,0,0,0,11,14,309,16,25,57,0,3,0
PRMT8,0,0,0,0,0,0,0,0,1,0,0,0
PRND,0,0,0,4,6,10,1,3,6,0,0,17
PRNP,0,0,0,11,8,25,3,16,48,0,0,0
PROC,0,0,0,9,4,3,7,1,1,0,0,1
PROCR,0,0,0,2,1,83,5,4,6,2,0,0
PROK2,0,0,0,8,29,5,0,0,10,0,0,0
PROKR1,0,0,0,8,2,27,5,10,47,0,1,1
PROKR2,0,0,0,23,36,58,5,13,25,0,0,0
PROM2,0,0,0,0,0,2,0,0,0,0,0,0
PROS1,0,0,0,7,36,39,16,2,8,0,4,0
PROSER1,0,0,0,0,1,0,0,0,1,0,0,0
PROX1,0,0,0,0,4,3,2,5,51,0,0,0
PROX2,0,0,0,19,9,165,2,6,0,0,1,0
PRPF19,0,0,0,0,0,0,13,10,431,0,0,0
PRPF3,0,0,0,0,2,0,11,17,1,2,2,5
PRPF31,0,0,0,5,12,0,5,7,3,3,4,34
PRPF38A,0,0,0,0,0,1,0,0,2,0,0,0
PRPF39,0,0,0,1,10,28,2,2,43,0,0,0
PRPF4,0,0,0,7,7,5,2,2,0,0,0,0
PRPF40B,0,0,0,0,0,0,0,0,2,0,0,0
PRPF4B,0,0,0,0,0,0,0,0,1,0,0,0
PRPF8,0,0,0,10,92,0,34,32,95,19,0,17
PRPH2,0,0,0,9,1,23,0,6,4,0,0,1
PRPS1,0,0,0,0,0,0,1,0,36,0,0,0
PRPSAP2,0,0,0,0,0,0,1,0,0,0,0,0
PRR12,0,0,0,1,0,4,0,0,1,0,0,0
PRR14L,0,0,0,3,1,0,1,0,0,0,0,0
PRR23A,0,0,0,0,0,0,0,0,1,0,0,0
PRR23B,0,0,0,0,0,0,0,0,2,0,0,0
PRR33,0,0,0,0,0,0,1,0,0,0,0,0
PRRC2A,0,0,0,54,55,230,6,19,52,6,0,2
PRRC2B,0,0,0,0,2,2,0,0,3,0,0,1
PRRC2C,0,0,0,0,3,2,0,0,3,0,2,2
PRRX1,0,0,0,0,0,4,8,0,2,0,3,0
PRSS35,0,0,0,0,0,0,0,0,1,0,0,0
PRSS45,0,0,0,0,0,0,0,0,1,0,0,0
PRSS54,0,0,0,0,0,0,0,1,0,0,0,0
PRSS8,0,0,0,7,9,2,0,3,4,1,0,0
PRTG,0,0,0,15,106,337,13,28,12,2,0,0
PRTN3,0,0,0,0,0,0,1,0,0,0,0,1
PRUNE2,0,0,0,0,0,2,2,0,0,0,1,3
PSAP,0,0,0,14,40,10,11,3,79,0,1,12
PSAPL1,0,0,0,0,0,0,0,0,2,0,0,0
PSAT1,0,0,0,11,13,75,0,7,10,2,52,8
PSD2,0,0,0,0,1,0,0,0,2,0,0,1
PSD3,0,0,0,0,0,3,0,0,3,0,0,0
PSEN1,0,0,0,17,7,0,12,2,2,0,0,1
PSEN2,0,0,0,6,36,17,0,96,74,0,2,0
PSG6,0,0,0,0,0,7,0,0,1,0,0,0
PSG7,0,0,0,2,0,0,0,0,3,0,0,0
PSG8,0,0,0,0,0,8,0,0,2,0,0,0
PSG9,0,0,0,0,0,1,0,0,2,0,0,0
PSKH2,0,0,0,0,0,0,0,0,1,0,0,0
PSMA4,0,0,0,0,0,7,0,2,0,0,0,0
PSMA6,0,0,0,0,0,1,2,15,74,0,0,0
PSMB8,0,0,0,2,6,0,2,5,14,0,9,7
PSMB9,0,0,0,5,4,19,1,1,70,2,0,1
PSMC3IP,0,0,0,12,1,25,1,3,38,3,9,45
PSMC6,0,0,0,0,0,0,0,0,2,0,0,0
PSMD2,0,0,0,0,0,0,0,0,2,0,0,4
PSMD4,0,0,0,0,0,0,0,1,0,0,0,0
PSMD7,0,0,0,2,40,40,3,25,60,0,0,16
PSMD8,0,0,0,0,0,0,1,0,0,0,0,0
PSTPIP1,0,0,0,14,26,29,10,4,444,1,8,13
PSTPIP2,0,0,0,5,3,8,7,21,7,2,0,0
PTAFR,0,0,0,9,6,40,1,0,9,0,0,0
PTBP1,0,0,0,2,0,1,0,0,4,0,0,2
PTCH1,0,0,0,22,45,86,43,34,91,2,7,17
PTCHD1,0,0,0,16,5,10,0,43,41,0,0,0
PTDSS1,0,0,0,2,0,73,14,0,0,0,0,4
PTEN,0,0,0,0,1,19,4,0,111,0,1,1
PTF1A,0,0,0,3,3,15,0,4,0,0,0,0
PTGDR2,0,0,0,45,136,5,21,24,2,3,0,49
PTGDS,0,0,0,6,10,1,1,2,32,1,0,2
PTGER4,0,0,0,8,0,0,2,16,42,0,0,2
PTGES2,0,0,0,4,2,0,5,1,0,1,1,7
PTGES3L-AARSD1,0,0,0,0,0,0,1,0,3,0,0,0
PTGS1,0,0,0,5,18,165,13,21,29,4,0,13
PTGS2,0,0,0,6,2,24,1,2,6,0,1,13
PTH,0,0,0,1,0,0,1,1,0,0,0,0
PTH1R,0,0,0,18,3,126,30,10,527,0,3,17
PTHLH,0,0,0,0,1,0,2,0,24,0,0,2
PTK2,0,0,0,0,0,0,0,1,3,0,0,1
PTK2B,0,0,0,0,0,0,0,0,1,0,0,0
PTK7,0,0,0,18,18,26,18,15,237,1,2,40
PTPN1,0,0,0,4,3,81,8,7,62,0,0,18
PTPN11,0,0,0,13,3,1,4,12,20,2,4,9
PTPN12,0,0,0,6,35,44,1,2,20,0,5,2
PTPN14,0,0,0,16,39,393,15,3,153,0,0,1
PTPN18,0,0,0,0,0,0,0,0,2,0,0,0
PTPN2,0,0,0,6,20,15,3,4,6,0,1,0
PTPN23,0,0,0,23,61,205,300,24,92,2,0,1
PTPN3,0,0,0,0,1,0,0,0,1,0,0,0
PTPN5,0,0,0,0,0,2,0,2,0,0,0,0
PTPN6,0,0,0,5,1,12,14,0,107,1,13,25
PTPRB,0,0,0,39,104,156,35,29,169,2,8,10
PTPRCAP,0,0,0,1,3,158,1,0,64,0,0,0
PTPRD,0,0,0,20,191,72,40,13,378,2,3,20
PTPRG,0,0,0,1,0,0,0,2,2,0,0,0
PTPRH,0,0,0,0,0,0,0,0,1,0,0,0
PTPRJ,0,0,0,32,47,175,15,12,44,0,2,16
PTPRN,0,0,0,0,0,0,0,1,1,0,0,0
PTPRN2,0,0,0,32,140,147,20,85,168,0,0,3
PTPRS,0,0,0,0,0,0,0,0,1,1,0,2
PTPRT,0,0,0,30,57,63,11,36,175,1,20,3
PTPRZ1,0,0,0,47,31,131,10,31,160,10,0,1
PTRF,0,0,0,5,0,44,1,54,10,0,0,0
PTRH2,0,0,0,3,1,66,1,0,0,0,0,0
PUDP,0,0,0,0,0,0,0,0,0,0,0,0
PUF60,0,0,0,6,4,3,17,12,14,0,0,1
PUM1,0,0,0,0,0,0,0,0,2,0,0,2
PURA,0,0,0,0,0,0,2,0,1,0,0,0
PUS1,0,0,0,7,26,230,7,63,107,0,2,0
PUS7,0,0,0,0,0,5,1,0,0,0,0,2
PUS7L,0,0,0,0,0,0,0,0,2,0,0,0
PVR,0,0,0,6,4,101,10,6,0,0,0,0
PWWP2A,0,0,0,4,26,6,6,4,63,0,0,3
PXDC1,0,0,0,0,0,0,0,0,1,0,0,0
PXDN,0,0,0,98,75,68,65,26,136,1,3,9
PYGB,0,0,0,0,0,0,0,0,1,0,0,1
PYGO1,0,0,0,7,5,0,2,2,2,0,0,7
PYROXD2,0,0,0,0,0,2,0,0,4,0,0,0
PYY,0,0,0,2,0,0,9,1,25,0,3,0
QARS,0,0,0,17,48,90,10,5,8,1,1,127
QDPR,0,0,0,1,11,9,7,3,0,0,2,0
QPRT,0,0,0,0,0,0,0,1,0,0,0,0
QRICH2,0,0,0,0,0,1,1,0,1,0,0,6
QSER1,0,0,0,2,0,0,0,0,1,0,0,0
QTRT2,0,0,0,0,0,0,1,0,0,0,0,0
R3HCC1,0,0,0,0,0,0,0,0,3,0,0,0
RAB10,0,0,0,2,0,0,0,0,1,1,0,0
RAB11FIP1,0,0,0,0,1,0,0,0,2,0,0,0
RAB18,0,0,0,0,0,0,2,5,0,49,52,326
RAB28,0,0,0,0,0,3,2,3,0,3,0,26
RAB29,0,0,0,4,11,1,0,0,4,0,0,0
RAB2A,0,0,0,4,0,0,1,4,0,0,0,7
RAB30,0,0,0,0,0,0,0,0,2,0,0,0
RAB33B,0,0,0,5,2,38,2,1,0,0,0,0
RAB34,0,0,0,11,6,2,20,74,7,0,0,0
RAB39B,0,0,0,4,0,0,0,7,0,0,0,0
RAB3A,0,0,0,0,0,0,0,3,4,0,0,3
RAB40B,0,0,0,0,0,0,0,1,1,0,0,0
RAB42,0,0,0,0,0,0,0,0,1,0,0,0
RAB44,0,0,0,0,1,1,0,1,0,0,0,0
RAB7A,0,0,0,4,0,0,0,1,67,0,0,1
RABEP1,0,0,0,0,0,0,0,0,2,0,0,0
RABEP2,0,0,0,0,0,0,0,4,0,0,0,0
RABGAP1L,0,0,0,0,0,0,0,0,4,0,0,1
RABGGTA,0,0,0,8,19,127,16,11,3,2,10,5
RABL2A,0,0,0,0,0,0,0,0,2,0,0,0
RABL6,0,0,0,22,43,209,14,65,104,5,9,4
RAC1,0,0,0,0,0,0,1,5,20,1,0,16
RAC2,0,0,0,4,0,0,0,1,0,40,0,34
RAD17,0,0,0,3,6,28,8,12,2,0,0,0
RAD21,0,0,0,5,15,48,8,2,20,0,103,3
RAD21L1,0,0,0,6,3,48,2,11,1,0,0,2
RAD23A,0,0,0,6,13,8,8,3,13,0,2,0
RAD23B,0,0,0,3,0,1,3,8,137,0,0,6
RAD51AP1,0,0,0,0,0,0,0,0,2,0,0,0
RAD52,0,0,0,17,10,0,1,2,45,3,0,9
RAD54B,0,0,0,14,47,55,13,0,12,0,4,2
RAD54L2,0,0,0,11,40,126,12,6,6,0,1,1
RADIL,0,0,0,0,0,2,0,0,3,0,0,0
RAF1,0,0,0,9,4,31,8,3,85,0,0,9
RAG2,0,0,0,8,13,89,0,0,52,0,0,1
RAI2,0,0,0,0,0,0,0,0,2,0,0,0
RALBP1,0,0,0,0,0,0,0,1,0,1,0,0
RALGAPA1,0,0,0,12,19,55,22,20,64,35,15,27
RALGAPB,0,0,0,0,0,0,0,0,1,0,0,0
RALGDS,0,0,0,25,19,147,17,52,200,2,2,9
RALGPS1,0,0,0,0,0,2,0,0,2,2,0,0
RALY,0,0,0,0,0,0,0,0,2,0,0,0
RALYL,0,0,0,1,0,0,0,0,1,0,0,1
RAMP3,0,0,0,0,0,0,0,0,1,0,0,0
RANBP2,0,0,0,50,72,243,29,33,370,0,3,33
RANBP3L,0,0,0,0,0,0,0,0,1,0,0,0
RANBP6,0,0,0,11,15,15,7,10,25,0,0,0
RANGRF,0,0,0,0,0,10,2,8,282,3,0,0
RAP1A,0,0,0,0,0,0,1,1,0,0,0,0
RAP1B,0,0,0,0,0,0,0,2,6,0,0,23
RAP1GAP2,0,0,0,0,0,0,2,0,0,0,0,0
RAP1GDS1,0,0,0,2,6,23,4,6,165,0,0,0
RAP2A,0,0,0,0,0,0,1,0,0,0,0,0
RAPGEF1,0,0,0,18,15,50,10,22,238,5,1,2
RAPGEF2,0,0,0,0,0,0,0,2,0,0,0,1
RAPGEF3,0,0,0,0,1,0,0,0,1,0,0,0
RAPGEF4,0,0,0,10,20,84,13,17,52,2,15,1
RAPGEF5,0,0,0,0,0,0,0,1,0,0,0,0
RAPH1,0,0,0,1,1,0,0,0,1,0,0,0
RAPSN,0,0,0,8,7,155,13,31,94,3,1,4
RARA,0,0,0,2,33,0,6,11,13,0,0,54
RARG,0,0,0,0,0,0,2,0,0,0,0,0
RARS2,0,0,0,4,8,42,9,0,22,2,1,48
RASA2,0,0,0,8,3,75,3,19,10,2,0,0
RASA3,0,0,0,2,0,0,0,0,4,0,0,0
RASAL2,0,0,0,2,0,0,1,0,0,0,0,0
RASGEF1C,0,0,0,0,0,0,0,0,0,0,0,1
RASGRF1,0,0,0,0,0,0,0,0,2,0,0,0
RASGRP1,0,0,0,7,11,0,4,14,28,0,1,2
RASGRP3,0,0,0,0,0,0,0,0,2,0,0,1
