,HIGH.gnomad_001,HIGH.gnomad_001_01,HIGH.gnomad_01_1,MODERATE.gnomad_001,MODERATE.gnomad_001_01,MODERATE.gnomad_01_1,LOW.gnomad_001,LOW.gnomad_001_01,LOW.gnomad_01_1,MODIFIER.gnomad_001,MODIFIER.gnomad_001_01,MODIFIER.gnomad_01_1
CARD14,1,0,2,30,53,39,49,28,197,18,4,4
CARD8,0,1,0,2,25,62,2,0,29,0,0,7
CARD9,0,0,126,28,47,103,15,15,81,0,16,5
CARS2,0,0,18,19,5,126,3,17,23,0,0,0
CASD1,1,0,0,0,0,2,0,0,0,0,0,0
CASP10,5,1,1,12,12,3,14,6,10,0,1,0
CASP2,1,0,0,4,1,3,3,1,22,2,1,5
CASP5,0,4,7,7,5,5,0,2,0,0,0,0
CASP9,3,1,0,10,17,33,1,3,11,1,2,15
CASQ1,4,0,76,9,60,6,4,3,13,0,1,2
CAT,1,0,0,15,32,23,32,4,63,0,2,0
CATSPER1,0,2,0,15,154,289,4,43,38,0,0,4
CATSPER2,0,3,0,10,16,81,4,1,64,0,0,7
CATSPER4,1,2,0,19,9,32,4,15,154,1,3,3
CBS,0,0,2,12,27,61,14,33,19,3,129,3
CC2D2A,4,4,19,31,46,248,57,49,25,3,11,65
CCDC102B,0,0,1,0,0,0,0,0,0,0,0,3
CCDC105,0,0,2,0,0,0,0,0,0,0,0,0
CCDC107,1,1,0,1,6,3,1,0,2,27,43,141
CCDC121,0,0,3,0,0,1,0,0,0,0,0,0
CCDC127,2,0,0,3,7,28,2,3,3,0,0,0
CCDC14,1,12,0,8,11,16,5,4,20,4,2,10
CCDC148,3,6,0,9,22,7,2,4,57,0,0,0
CCDC170,4,0,0,14,15,140,3,26,43,1,1,31
CCDC18,2,1,4,23,90,40,4,53,46,0,2,0
CCDC33,4,0,0,17,15,131,21,3,29,3,2,31
CCDC39,4,4,0,7,35,162,32,40,150,2,4,2
CCDC40,2,4,0,26,60,196,5,99,82,4,15,28
CCDC62,5,0,0,9,3,102,2,12,251,0,0,0
CCDC65,1,0,2,5,17,90,5,0,19,0,1,0
CCDC66,1,18,56,14,66,40,10,3,23,0,0,0
CCDC78,1,0,23,19,44,19,12,41,39,3,0,1
CCDC8,0,39,0,104,30,28,37,11,8,0,0,0
CCDC86,0,2,0,0,0,1,0,0,0,0,0,0
CCDC87,0,0,2,0,0,0,0,0,1,0,0,0
CCDC90B,0,1,0,8,24,54,0,5,28,10,0,9
CCHCR1,4,0,21,21,11,24,4,1,6,0,1,3
CCKBR,0,9,0,15,11,6,6,1,0,0,1,2
CCL11,2,0,0,1,0,0,0,0,0,0,0,4
CCL13,2,0,0,0,3,1,7,0,42,0,0,12
CCL17,0,0,3,7,3,0,2,0,0,0,1,0
CCNA2,1,0,0,2,2,52,0,0,2,1,0,1
CCND2,0,1,0,10,4,26,3,0,2,0,0,0
CCNO,0,10,0,20,0,60,8,2,40,1,0,0
CCPG1,4,0,0,21,6,95,3,3,238,0,0,79
CCR3,0,0,2,9,57,22,35,4,1,0,0,0
CCR5,0,0,2,25,8,23,3,1,8,0,0,0
CCR6,1,0,0,4,0,117,0,5,0,0,0,0
CCRL2,9,0,3,9,23,3,4,12,24,0,0,0
CCSER1,0,0,2,10,33,497,7,10,1,0,0,1
CCT8L2,1,0,0,0,0,0,0,0,0,0,0,0
CD109,1,0,2,39,114,190,6,4,15,1,2,10
CD177,3,0,37,7,109,25,1,4,21,0,0,0
CD1A,0,7,2,42,56,30,1,3,0,0,0,36
CD1E,0,19,0,9,3,3,1,21,3,0,0,6
CD207,0,1,0,0,3,93,4,14,3,0,0,7
CD244,0,2,0,13,16,20,5,72,1,2,1,1
CD247,0,5,0,0,6,1,8,0,3,9,1,1
CD2AP,7,1,0,3,16,13,14,20,3,3,2,1
CD36,4,17,5,20,28,26,8,3,7,0,0,7
CD3D,0,1,0,2,1,0,0,7,1,1,2,1
CD3EAP,1,3,13,15,23,74,10,13,6,3,1,33
CD3G,10,0,1,0,0,20,4,0,0,0,0,8
CD40,0,1,0,3,4,0,0,4,0,0,0,4
CD44,0,0,1,13,19,33,4,21,26,0,2,9
CD5,1,0,0,6,22,93,4,19,0,0,2,5
CD55,0,10,0,17,17,10,0,5,20,6,0,53
CD8A,0,0,0,5,0,0,0,2,10,22,6,13
CD93,1,0,0,0,0,0,0,0,0,0,0,0
CD96,3,35,1,21,19,14,4,1,1,1,1,17
CDAN1,56,0,0,21,30,277,27,44,320,2,3,14
CDC25C,6,9,2,61,4,1,11,34,155,0,3,0
CDC27,2,0,0,20178,13813,8551,17447,10738,8438,0,1,4
CDC6,0,12,0,8,0,19,2,0,26,2,0,5
CDH23,0,3,0,133,206,783,79,73,1093,19,38,71
CDH26,0,2,0,0,0,0,0,0,0,0,0,0
CDH3,1,0,0,27,22,147,12,11,35,0,3,3
CDHR1,2,0,0,24,69,158,20,10,641,23,5,2
CDK11A,1,0,0,21,17,81,0,45,64,1,0,12
CDK12,0,0,12,15,15,33,10,41,80,0,0,0
CDK16,0,1,0,1,1,1,6,4,60,1,4,12
CDK5RAP2,2,5,0,20,40,110,43,57,95,6,1,12
CDK5RAP3,0,0,0,12,12,54,9,10,13,12,1,11
CDKAL1,1,0,0,42,2,182,4,20,39,0,0,0
CDKL3,4,15,0,9,1,44,6,3,10,0,0,5
CDKL5,1,0,0,8,3,2,12,10,17,2,0,13
CDKN2B-AS1,0,0,11,0,0,0,2,0,0,36,68,897
CDON,1,5,0,79,75,54,12,8,100,0,0,2
CDT1,2,0,0,22,24,70,12,7,57,1,9,20
CECR1,3,0,1,4,17,95,5,21,2,0,0,0
CECR2,2,22,5,42,48,33,10,12,162,0,0,3
CECR5,2,0,0,4,11,36,8,0,4,2,0,0
CEL,5,1,0,15,24,53,10,30,317,3,0,6
CELF6,0,3,0,4,0,27,2,10,29,0,0,0
CELSR1,0,0,73,130,153,202,91,97,777,14,26,168
CENPE,1,0,0,50,75,27,38,16,27,1,1,67
CENPJ,2,19,2,12,23,100,4,84,16,7,2,13
CENPX,1,1,0,2,10,141,2,6,102,4,0,0
CEP126,4,0,0,28,40,48,13,23,0,0,0,0
CEP135,5,0,2,20,15,174,18,12,8,1,1,8
CEP152,12,0,4,19,11,327,16,56,76,3,1,12
CEP164,4,0,2,50,30,192,19,12,24,0,0,0
CEP19,0,1,0,15,14,2,2,0,91,0,0,0
CEP250,2,0,4,81,102,183,29,19,123,0,0,1
CEP290,17,9,2,31,80,174,40,4,31,0,12,9
CEP41,2,0,0,4,32,57,3,5,1,53,72,555
CEP63,0,2,0,15,24,41,5,6,14,0,1,0
CEP85L,0,1,0,19,24,8,3,41,15,0,1,17
CEP89,3,1,2,0,46,81,76,2,1,2,3,0
CER1,0,0,1,7,6,3,7,3,104,0,0,0
CERK,0,1,0,0,0,2,0,0,0,0,0,0
CERKL,0,1,7,3,0,10,6,11,90,0,3,30
CES1,2,17,30,3,12,77,9,8,17,0,0,20
CES2,10,1,0,12,25,20,4,41,76,3,3,4
CETP,8,2,5,36,11,29,3,17,31,1,0,2
CFAP221,0,1,0,0,0,0,0,0,1,0,0,1
CFAP46,0,2,0,0,2,2,0,4,0,0,31,0
CFAP52,0,1,0,0,0,2,0,0,1,0,0,1
CFAP53,2,2,0,18,19,4,0,2,2,0,1,5
CFAP57,6,8,0,9,29,142,21,31,226,2,2,252
CFH,1,0,0,26,33,35,9,28,9,0,1,35
CFHR1,2,1,0,8,31,2,6,4,106,0,0,3
CFHR2,0,4,5,0,7,276,3,16,0,0,0,0
CFHR3,1,3,5,2,6,31,0,6,8,0,0,0
CFHR4,2,0,0,7,9,62,23,4,29,2,0,0
CFHR5,7,1,14,7,24,14,3,0,40,0,0,0
CFL2,1,0,0,1,2,58,2,1,0,27,52,427
CFTR,3,11,24,27,74,489,12,33,211,2,10,10
CGB2,0,0,1,0,0,0,0,0,0,0,0,0
CGB3,0,0,3,0,1,0,1,0,167,1,0,0
CGNL1,5,0,0,34,48,263,17,52,38,8,1,0
CHAC2,0,2,0,0,2,0,0,0,0,0,0,0
CHD1L,1,0,29,19,10,127,16,20,17,0,0,15
CHDH,0,2,0,14,12,91,8,16,150,0,1,2
CHEK1,4,8,0,4,4,2,11,8,1,0,0,1
CHEK2,2,31,50,11,20,11,8,3,3,0,0,4
CHFR,4,0,0,16,11,46,41,5,286,3,22,8
CHGA,2,0,0,10,14,47,3,4,1,0,2,4
CHGB,2,0,0,24,23,8,14,14,75,0,2,0
CHIA,4,0,16,16,25,57,3,31,5,0,3,4
CHIT1,0,0,2,21,12,18,15,4,8,16,21,89
CHMP1A,0,6,0,0,13,10,1,3,1,0,0,0
CHMP2B,7,0,0,0,11,0,0,1,64,1,0,0
CHPF2,15,28,1,9,80,353,10,5,95,0,0,1
CHRD,1,0,0,24,20,48,5,26,5,0,2,20
CHRFAM7A,0,0,1,6,0,6,6,0,0,0,4,3
CHRM3,1,0,0,8,14,5,0,21,24,0,2,0
CHRNA2,4,0,0,21,14,55,11,31,32,0,0,0
CHRNA3,0,2,0,33,16,13,7,47,1,4,0,0
CHRNA5,0,2,0,5,22,1,1,9,2,0,1,2
CHRNB1,0,3,0,11,12,11,0,11,15,2,1,48
CHRNB3,1,0,1,0,3,45,4,15,0,0,0,0
CHRND,0,4,0,26,10,46,11,4,118,11,54,157
CHRNE,4,2,1,15,47,19,23,24,109,0,2,214
CHRNG,0,3,0,19,86,106,13,11,155,3,0,15
CHST6,1,0,0,3,10,21,4,1,19,0,0,0
CHST8,1,0,0,10,34,103,5,0,0,5,2,6
CIB2,4,0,0,17,9,18,1,1,10,8,5,3
CIDEC,0,1,0,0,22,142,3,16,1,0,2,2
CIITA,0,1,0,33,65,72,7,59,76,3,3,8
CILP,0,5,0,24,54,80,11,78,24,0,0,1
CKAP2L,1,2,0,3,10,39,15,4,24,0,1,0
CKM,0,0,54,20,5,273,6,4,40,0,2,4
CLCA1,2,2,0,20,13,184,23,22,36,1,2,2
CLCA2,0,3,0,28,16,107,9,4,214,1,0,0
CLCN1,1,1,0,17,5,134,8,23,3,17,4,9
CLCN2,2,16,0,29,49,277,4,81,2,3,7,7
CLCN7,1,0,0,29,11,0,22,39,6,5,4,35
CLCNKA,0,1,21,64,5,54,8,22,69,4,1,33
CLCNKB,4,0,0,50,19,22,9,28,301,7,15,25
CLDN14,1,0,0,18,4,1,3,4,12,0,0,81
CLEC10A,2,21,0,2,4,67,4,2,9,0,1,0
CLEC11A,2,0,58,4,2,65,0,27,0,0,0,1
CLEC4M,0,2,13,0,59,143,16,14,6,0,0,3
CLHC1,0,0,2,3,12,15,6,5,3,0,1,0
CLIP2,1,0,0,26,44,119,7,39,85,0,3,4
CLK1,0,0,0,5,1,7,8,5,0,2,0,0
CLN3,3,0,0,4,7,5,23,19,2,10,0,3
CLN6,1,3,0,5,8,31,6,16,27,0,0,0
CLNK,3,7,0,7,8,14,8,16,5,2,0,0
CLPB,0,2,0,24,57,80,6,64,27,0,0,3
CLPP,0,1,0,3,1,0,0,15,204,0,0,4
CLRN1,0,0,26,6,1,4,1,2,10,30,58,205
CLTCL1,3,3,2,20,30,171,32,71,175,0,9,7
CLUL1,0,3,0,8,8,14,4,8,40,0,0,1
CLYBL,0,11,0,6,9,3,0,5,15,0,2,28
CMA1,17,0,0,3,38,11,1,6,1,0,0,2
CNDP1,0,13,22,46,15,109,9,5,0,0,0,0
CNGA1,1,1,0,55,13,28,2,55,32,7,4,4
CNGA3,1,0,1,12,31,202,5,8,66,0,10,0
CNGB1,2,0,0,46,94,139,15,28,239,0,5,14
CNGB3,11,3,45,22,67,261,0,5,108,0,0,12
CNKSR1,7,36,0,29,37,245,17,79,43,16,46,8
CNN2,0,0,18,58,316,9,18,158,27,3,0,0
CNPY3,1,0,0,8,15,3,1,2,10,0,0,1
CNR2,0,1,0,1,4,7,5,0,0,0,0,0
CNTLN,1,2,146,55,67,71,1113,70,80,0,0,0
CNTN1,0,1,0,6,18,2,3,13,67,3,3,16
CNTN4,1,0,0,25,35,123,11,53,5,1,3,9
CNTN6,2,1,0,53,30,289,25,20,51,0,0,2
CNTNAP2,1,0,0,26,51,94,9,18,384,0,0,1
COA1,1,0,0,0,16,0,1,9,9,0,2,0
COASY,0,0,8,8,18,2,4,12,27,1,0,0
COCH,1,0,0,11,4,77,4,49,21,2,0,0
COG1,2,0,0,11,10,270,15,14,26,0,4,3
COG2,6,0,0,8,6,18,13,6,43,0,0,0
COG3,0,5,0,8,25,19,17,14,38,0,0,0
COG4,4,0,0,22,25,73,14,31,31,1,1,30
COG6,4,7,0,7,24,12,14,6,2,14,14,21
COG7,0,4,0,14,5,58,11,3,331,1,1,13
COG8,3,0,0,4,3,23,25,12,69,0,7,1
COL11A1,0,0,1,28,57,172,27,7,79,9,3,10
COL12A1,1,0,0,96,66,152,17,52,157,2,3,20
COL15A1,0,0,18,46,38,59,11,18,75,2,3,2
COL18A1,13,9,1,65,173,512,46,103,1464,3,15,30
COL21A1,2,0,3,13,8,130,25,15,114,0,0,1
COL25A1,0,1,0,11,5,2,15,9,1,0,3,39
COL4A1,2,0,0,21,28,88,23,32,345,1,4,17
COL4A2,7,3,0,27,63,65,43,68,240,4,11,19
COL4A3,3,13,0,37,49,150,21,47,90,8,6,13
COL6A2,0,2,0,36,197,192,44,49,445,6,21,82
COL6A3,0,1,0,72,192,301,62,69,520,1,6,11
COL6A5,5,7,11,43,129,227,36,41,170,2,147,235
COL6A6,3,112,2,32,82,52,14,28,81,3,1,0
COL7A1,13,2,1,104,315,272,44,98,594,13,8,68
COL8A2,1,0,0,22,11,248,11,68,118,0,20,2
COL9A1,4,0,0,8,22,160,15,7,6,9,17,79
COL9A2,0,3,0,35,18,137,9,44,44,1,0,6
COL9A3,0,6,0,30,86,166,23,36,133,0,3,19
COLQ,0,2,0,6,8,24,2,72,30,3,2,0
COMMD3-BMI1,0,7,0,1,4,0,3,0,1,0,0,0
COQ2,2,0,0,4,25,3,6,2,75,0,0,0
COQ4,2,0,3,4,4,4,1,7,1,0,0,1
COQ8A,0,12,0,40,56,103,9,37,101,4,2,27
CORIN,17,7,0,35,11,80,11,24,56,2,5,4
CORO1C,0,0,1,0,0,0,0,0,0,0,0,0
COX15,2,0,0,5,4,15,1,0,0,2,1,3
COX4I2,0,0,0,5,3,28,0,0,28,2,0,0
COX7A1,1,2,0,0,0,2,1,2,0,0,0,0
COX7B2,2,0,0,2,0,0,0,0,0,0,0,0
CP,16,0,0,17,27,53,8,31,49,2,11,2
CPA1,0,4,0,11,3,228,13,30,13,2,0,0
CPA4,0,36,107,9,9,46,2,2,207,2,1,0
CPA6,1,0,0,6,42,29,0,5,90,0,0,6
CPS1,3,1,0,27,38,60,14,6,267,0,3,5
CPT1A,1,0,0,18,19,122,28,17,31,0,0,5
CPT1B,2,0,0,21,68,12,6,10,70,0,4,5
CPT1C,1,0,0,16,7,134,15,65,185,4,0,0
CPT2,0,0,2,10,5,168,29,3,4,0,0,0
CPZ,2,5,8,76,59,440,27,74,35,97,5,64
CR1,1,15,0,29,48,79,12,84,237,282,0,14
CR2,1,3,14,15,40,112,4,8,125,2,0,5
CRAT,2,0,0,18,10,45,4,15,15,1,0,1
CREB3,2,0,0,1,27,8,2,18,104,0,0,26
CREB3L3,2,1,22,14,13,34,46,3,150,1,0,1
CREB3L4,0,0,1,0,0,0,0,0,0,0,0,0
CRHR1,2,0,0,7,3,0,7,60,25,0,1,8
CRIM1,1,0,0,34,16,40,2,27,89,0,0,2
CRISP2,0,0,1,2,13,28,0,28,92,0,0,2
CRLF1,0,1,0,33,9,117,4,8,102,0,0,46
CROCC,2,1,0,64,133,763,21,120,393,1,14,2
CRTAP,1,0,0,7,122,33,1,9,25,0,0,0
CRTC1,1,0,0,13,12,7,11,5,50,0,15,0
CRX,2,0,0,6,0,47,2,1,2,0,0,1
CRYBA1,2,0,0,1,10,55,3,76,0,0,0,0
CRYBA4,0,6,62,1,4,8,3,10,22,15,0,0
CRYBB1,6,0,0,5,40,17,7,7,22,0,0,7
CRYBB3,1,2,0,6,10,166,2,2,0,2,1,4
CRYGB,1,0,0,5,37,3,3,3,2,0,0,0
CRYGC,0,0,1,3,7,3,1,0,2,0,0,0
CRYZL1,2,0,0,16,4,87,2,0,0,0,1,0
CSF2RA,2,0,0,1,40,40,7,3,16,29,22,25
CSF3R,0,3,0,14,40,130,3,57,71,0,0,0
CSGALNACT1,4,0,0,11,3,53,1,34,14,9,25,14
CSH1,2,0,0,2,2,41,4,1,2,4,0,6
CSMD3,1,0,0,103,61,298,39,53,384,2,4,30
CSNK2A3,2,4,2,14,10,25,1,1,2,0,0,4
CSPP1,7,4,0,11,26,90,15,3,15,0,1,10
CST3,0,1,0,2,0,2,4,16,46,1,0,2
CSTA,1,0,0,2,4,0,0,13,0,0,0,0
CSTB,5,0,0,1,13,1,6,1,4,0,0,1
CSTF2T,1,0,0,11,28,59,8,8,9,1,0,0
CTC1,0,1,41,57,16,13,15,26,251,1,1,0
CTH,1,1,0,1,9,1,0,2,2,4,0,0
CTNNA3,0,1,0,22,22,36,3,5,52,4,1,0
CTNS,0,2,0,15,16,37,8,9,63,0,3,9
CTPS1,0,2,0,2,3,0,3,1,3,0,0,0
CTSA,1,0,0,8,10,3,2,5,92,5,0,5
CTSB,0,2,0,9,64,31,15,12,115,1,3,49
CTSC,5,0,0,11,9,0,0,6,85,0,3,11
CTSG,1,0,0,10,0,0,1,0,82,2,0,5
CTSZ,2,3,0,12,11,99,3,0,4,0,0,0
CTTNBP2,5,0,0,25,29,96,10,3,36,0,2,6
CUBN,4,7,5,165,182,322,44,45,150,11,3,46
CUEDC1,41,0,3,14,13,0,16,15,9,0,1,0
CUL9,0,0,1,1,0,3,0,0,1,0,0,2
CUX1,1,0,0,25,11,313,20,56,61,1,0,40
CUX2,0,0,22,40,47,67,20,66,480,0,31,0
CXCL11,0,0,20,0,2,33,0,2,0,0,0,5
CXCL16,0,0,4,4,4,10,4,0,3,0,0,2
CXCL8,1,0,200,2,5,0,2,0,25,0,3,0
CXCR1,0,0,40,11,10,16,12,14,3,0,0,0
CXCR3,0,0,152,4,27,1,12,8,0,0,5,0
CYP11A1,2,0,0,10,11,229,3,3,10,0,2,2
CYP17A1,5,0,0,16,3,15,3,4,2,1,0,2
CYP19A1,2,0,0,7,7,25,1,7,0,0,0,0
CYP1A1,0,0,12,19,67,127,9,7,6,0,0,3
CYP1A2,0,15,0,23,14,32,16,4,16,0,3,4
CYP1B1,1,2,0,39,14,2,0,0,8,0,0,0
CYP21A2,0,26,0,7,76,27,2,5,144,0,0,3
CYP24A1,0,4,0,39,31,172,4,4,3,1,2,2
CYP26C1,1,0,23,1,6,25,8,8,53,5,0,0
CYP27A1,0,1,0,13,30,8,25,1,16,1,0,1
CYP27B1,0,2,0,18,11,5,2,8,6,0,1,4
CYP2A6,0,0,1,14,26,126,14,8,138,0,15,4
CYP2B6,1,1,0,16,5,583,6,18,253,0,1,8
CYP2C18,2,1,24,7,14,57,1,2,0,0,0,13
CYP2C19,0,1,0,21,43,59,22,5,4,1,0,0
CYP2C8,0,9,0,5,13,14,9,8,0,0,1,8
CYP2C9,0,1,1,3,6,112,8,2,32,0,1,0
CYP2D6,0,12,2,19,20,149,8,4,156,0,5,4
CYP2J2,0,1,1,6,11,20,8,2,23,0,0,0
CYP2R1,3,25,0,12,7,12,9,0,118,0,0,1
CYP2U1,1,0,0,11,8,159,17,58,0,0,0,0
CYP2W1,2,0,0,22,21,162,14,11,25,0,1,5
CYP3A4,0,0,1,5,10,174,16,0,50,1,0,27
CYP3A43,0,0,2,10,37,5,3,3,0,2,0,2
CYP3A5,0,27,4,20,10,129,3,7,4,2,0,6
CYP4A11,0,1,3,13,29,185,4,13,7,0,3,11
CYP4A22,1,1,11,4,33,86,6,6,28,0,5,16
CYP4B1,0,0,0,22,16,22,2,1,127,0,0,15
CYP4F12,2,2,0,34,6,129,9,15,52,0,2,14
CYP4F2,8,10,0,15,11,28,16,30,11,0,0,7
CYP4F22,0,1,3,9,57,36,5,10,5,0,0,3
CYP4F3,2,0,4,16,81,545,3,5,65,0,28,0
CYP4V2,0,0,13,8,16,50,6,0,23,1,0,3
CYP7A1,0,4,0,10,147,33,3,0,4,0,0,0
CYP7B1,2,1,3,16,3,43,3,2,13,2,2,0
CYS1,22,0,0,0,5,0,0,3,0,0,0,0
CYSLTR2,5,0,0,7,9,187,5,4,70,0,0,0
DAO,2,0,0,7,20,1,14,5,88,0,1,10
DAOA,2,2,0,0,4,5,0,10,0,0,0,2
DAPK1,1,0,3,46,14,220,34,23,200,8,0,11
DAPL1,0,0,2,0,0,0,0,0,0,0,0,0
DARS2,0,0,29,5,30,1,35,63,47,3,0,54
DBF4B,1,0,0,12,12,17,3,24,14,1,0,0
DBH,3,0,7,21,12,128,11,34,49,3,0,2
DCBLD1,0,39,0,6,35,108,3,7,32,1,0,1
DCBLD2,0,2,0,18,16,338,9,4,14,2,1,5
DCDC2,3,0,0,5,7,4,7,10,8,2,0,0
DCHS1,2,0,0,58,157,756,34,85,121,0,0,0
DCLRE1A,0,22,48,9,13,133,9,33,44,0,0,0
DCLRE1B,0,2,0,5,9,11,1,0,6,0,0,0
DCLRE1C,0,0,3,13,13,13,6,4,143,1,7,2
DCPS,2,0,0,7,12,33,8,11,11,0,0,1
DCST2,0,2,0,0,4,5,0,2,0,0,0,0
DCXR,2,13,2,3,9,0,0,4,3,0,2,0
DDB2,1,0,0,13,8,39,9,14,19,1,0,0
DDHD2,1,0,0,11,15,49,6,4,1,0,0,0
DDIT3,0,1,0,5,8,9,0,0,0,0,0,0
DDOST,2,0,0,5,3,16,11,26,28,2,1,4
DDRGK1,0,0,0,8,10,1,2,6,36,0,1,0
DDX11,0,16,0,24,62,231,551,12,142,2,0,31
DDX25,0,3,0,20,10,70,9,2,6,0,0,5
DDX47,4,0,0,4,19,15,3,13,0,0,0,0
DDX53,0,4,0,14,11,36,10,3,0,0,0,0
DDX58,2,10,7,37,24,0,4,1,42,0,5,11
DDX59,2,3,0,11,2,108,1,12,6,0,0,1
DECR1,3,0,0,6,6,46,0,8,94,0,0,0
DEFB126,0,0,2,3,0,1,0,9,2,1,0,0
DEPDC5,1,0,0,56,27,63,29,9,160,2,0,0
DFNA5,4,0,11,20,35,5,13,54,9,23,221,0
DGAT1,2,0,2,14,20,2,5,13,224,1,10,16
DGAT2L6,0,10,0,2,3,4,2,6,0,0,0,0
DGCR2,1,0,0,41,50,98,20,13,67,2,0,10
DGUOK,0,13,0,5,5,58,0,6,7,0,0,0
DHCR7,2,1,45,20,23,26,11,8,198,0,0,25
DHODH,0,3,0,4,49,8,2,14,61,2,0,4
DHRS7B,0,0,1,0,0,0,0,0,0,0,0,0
DHTKD1,3,3,0,45,10,77,26,2,78,14,0,0
DHX38,1,0,0,18,35,199,7,21,136,3,0,0
DIABLO,1,2,0,0,17,48,8,5,11,13,35,65
DIAPH1,0,0,1,37,21,261,40,39,3,6,45,10
DIAPH2,0,0,1,12,18,23,3,11,0,4,0,0
DIAPH3,16,1,0,23,14,342,11,11,174,3,0,4
DICER1,4,0,0,29,24,94,10,33,172,5,5,60
DIO1,0,6,0,1,0,21,3,0,0,0,0,2
DIRC2,0,0,1,2,0,30,2,9,93,0,1,5
DIS3L2,3,0,0,21,18,435,10,30,79,1,3,268
DISC1,1,5,0,20,45,136,32,18,2,12,23,8
DKK3,71,2,0,5,8,6,0,0,76,0,0,8
DLD,5,0,0,5,0,3,3,2,32,0,3,7
DLEC1,5,19,2,53,81,193,22,25,68,0,1,162
DLL3,8,0,0,11,31,17,4,12,42,0,0,0
DLST,1,0,0,6,0,8,2,3,1,0,2,0
DLX6,0,4,0,1,26,75,3,10,130,0,0,0
DMBT1,1,4,13,27,56,595,26,33,238,5,14,12
DMD,0,0,19,131,65,139,31,26,324,5,49,31
DMGDH,8,0,5,10,14,36,13,7,95,1,2,2
DMP1,0,1,0,10,0,29,6,3,170,0,0,0
DMPK,0,2,2,28,36,11,30,78,28,5,6,6
DMXL1,0,2,0,105,57,92,36,42,200,3,1,19
DMXL2,0,1,0,34,124,51,52,100,88,3,0,0
DNA2,7,1,1,4,20,90,18,3,3,0,13,0
DNAAF1,0,0,4,28,26,199,7,20,56,3,1,3
DNAAF2,2,0,0,12,23,440,38,14,3,0,0,0
DNAH1,8,3,0,120,63,923,83,96,620,0,20,5
DNAH11,10,0,2,137,317,320,95,148,707,71,4,272
DNAH14,0,0,2,0,1,6,0,2,3,0,2,3
DNAH3,33,7,16,116,101,424,80,58,378,3,2,8
DNAH5,3,0,3,131,196,738,66,45,196,7,4,29
DNAH7,15,20,26,85,89,339,34,75,277,0,0,1
DNAH9,10,45,13,136,159,368,72,92,800,5,13,31
DNAI1,0,11,0,15,3,60,7,4,4,3,1,9
DNAI2,3,0,0,14,23,51,9,31,5,3,0,2
DNAJA4,4,0,0,6,17,0,3,11,49,0,3,12
DNAJB2,0,24,0,15,5,1,0,0,130,3,1,0
DNAJC19,2,3,0,0,2,0,0,1,52,15,8,25
DNASE1,2,18,0,11,38,142,5,9,53,3,2,7
DNASE1L3,0,5,0,6,10,18,3,9,24,1,1,3
DNHD1,1,0,0,0,1,1,0,0,1,0,0,0
DNMT3L,13,2,0,3,22,40,0,0,96,0,2,4
DNTT,1,1,0,11,9,41,3,3,123,0,0,0
DOC2A,1,0,0,15,38,84,33,13,9,0,1,3
DOCK3,1,8,0,23,42,122,18,41,259,2,14,26
DOCK6,1,6,0,75,75,267,21,97,336,2,7,15
DOCK7,3,0,0,25,43,9,25,89,110,5,0,5
DOCK8,0,6,0,60,87,309,29,42,205,3,4,14
DOHH,0,1,0,0,0,0,0,0,0,2,0,0
DOK2,0,3,0,16,12,20,6,1,141,0,0,0
DOK5,2,0,0,8,0,2,2,2,13,0,0,3
DOK7,0,2,63,19,52,30,31,23,159,1,10,9
DOLK,1,0,0,11,14,60,8,16,126,0,0,0
DOPEY2,1,0,0,1,2,2,0,1,1,0,2,0
DPCD,0,0,1,1,0,4,0,13,0,0,0,0
DPP3,1,0,0,22,40,26,19,1,128,0,0,3
DPP4,2,0,0,8,3,9,10,8,40,0,1,2
DPP6,2,0,0,18,33,19,8,23,94,2,2,36
DPY19L2,2,0,0,19,12,15,7,6,2,0,2,6
DPYS,0,2,0,45,12,19,0,6,32,0,0,70
DRC1,0,2,0,17,72,313,12,20,15,0,2,30
DRD5,0,0,18,5,11,35,4,0,43,0,0,0
DROSHA,2,0,0,8,3,216,12,29,24,2,57,42
DRP2,3,0,0,41,32,50,0,2,34,1,0,4
DSC3,5,0,0,16,91,137,15,6,35,0,3,28
DSCR8,0,0,10,0,0,0,0,0,1,1,0,3
DSG2,3,0,0,17,26,217,9,27,0,0,3,8
DSG3,0,0,9,21,24,31,6,23,33,0,0,0
DSP,4,1,0,143,91,184,28,29,223,2,2,12
DTHD1,0,0,3,13,25,24,4,10,56,0,0,0
DTL,2,0,0,0,0,0,0,0,0,0,0,2
DTNB,9,0,0,11,31,156,3,1,22,0,0,0
DUOX1,6,0,23,52,55,250,18,21,188,1,0,0
DUOX2,1,3,13,48,97,264,10,36,84,3,0,0
DUOXA2,0,0,1,17,5,3,2,6,0,1,2,0
DUSP13,0,1,0,0,0,0,0,0,0,0,0,1
DUSP27,0,0,1,0,0,4,0,0,1,0,0,0
DVL2,1,0,0,25,17,26,6,51,11,1,0,0
DYM,0,2,0,9,2,45,12,9,62,0,2,4
DYNAP,1,0,0,2,3,5,0,5,14,0,2,0
DYNC2H1,11,0,0,71,168,320,76,76,104,4,14,18
DYSF,4,0,0,72,86,343,25,116,65,11,6,68
DYX1C1,0,7,0,1,2,6,10,2,2,1,0,52
DZIP3,0,1,0,0,0,0,0,0,0,0,0,0
